t_ms,velocidade_rad_s
17182,-11.342372
17201,-11.344641
17221,-11.344641
17242,-11.417364
17261,-11.344641
17282,-11.412798
17301,-11.344641
17322,-11.344641
17341,-11.344641
17362,-11.415080
17381,-11.344641
17402,-11.342372
17421,-11.344641
17442,-11.417364
17461,-11.344641
17482,-11.342372
17501,-11.344641
17521,-11.342372
17542,-11.417364
17561,-11.342372
17582,-11.417364
17601,-11.344641
17622,-11.342372
17641,-11.344641
17662,-11.342372
17681,-11.415080
17702,-11.344641
17721,-11.344641
17742,-11.417364
17761,-11.344641
17782,-11.344641
17801,-11.342372
17822,-11.344641
17842,-11.417364
17861,-11.344641
17882,-11.412798
17901,-11.342372
17922,-11.344641
17941,-11.342372
17962,-11.344641
17981,-11.417364
18002,-11.344641
18021,-11.344641
18042,-11.342372
18061,-11.415080
18082,-11.344641
18101,-11.342372
18122,-11.344641
18142,-11.417364
18161,-11.344641
18182,-11.344641
18201,-11.417364
18222,-11.344641
18241,-11.344641
18262,-11.342372
18281,-11.410516
18302,-11.342372
18321,-11.344641
18342,-11.417364
18361,-11.344641
18382,-11.344641
18401,-11.342372
18422,-11.344641
18442,-11.412798
18462,-11.344641
18482,-11.415080
18501,-11.344641
18522,-11.344641
18541,-11.344641
18562,-11.412798
18581,-11.342372
18602,-11.344641
18621,-11.344641
18642,-11.344641
18661,-11.417364
18682,-11.344641
18701,-11.342372
18722,-11.344641
18741,-11.417364
18762,-11.344641
18782,-11.344641
18801,-11.410516
18822,-11.344641
18841,-11.344641
18862,-11.342372
18881,-11.415080
18902,-11.344641
18921,-11.344641
18942,-11.344641
18961,-11.415080
18982,-11.344641
19001,-11.342372
19022,-11.344641
19041,-11.412798
19062,-11.342372
19082,-11.417364
19102,-11.342372
19122,-11.344641
19141,-11.344641
19162,-11.342372
19181,-11.415080
19202,-11.342372
19221,-11.344641
19242,-11.412798
19261,-11.344641
19282,-11.344641
19301,-11.344641
19322,-11.344641
19342,-11.410516
19362,-11.344641
19382,-11.417364
19402,-11.344641
19422,-11.342372
19441,-11.344641
19462,-11.344641
19481,-11.410516
19502,-11.342372
19521,-11.410516
19542,-11.344641
19561,-11.342372
19582,-11.344641
19601,-11.342372
19622,-11.344641
19642,-11.415080
19662,-11.417364
19682,-11.342372
19702,-11.344641
19722,-11.344641
19742,-11.342372
19762,-11.415080
19781,-11.344641
19802,-11.342372
19821,-11.344641
19842,-11.417364
19861,-11.344641
19882,-11.342372
19901,-11.344641
19922,-11.410516
19942,-11.342372
19962,-11.344641
19982,-11.417364
