t_ms,velocidade_rad_s
9660,0.000000
9680,0.000000
9700,0.000000
9720,0.000000
9740,0.000000
9760,0.000000
9780,0.000000
9800,0.000000
9820,0.000000
9839,0.000000
9860,0.000000
9879,0.000000
9900,0.000000
9920,0.000000
9940,0.000000
9960,0.000000
9980,0.000000
10000,0.000000
10020,0.000000
10040,0.000000
10060,0.000000
10080,0.000000
10100,0.000000
10120,0.000000
10139,0.000000
10160,0.000000
10179,0.000000
10200,0.000000
10220,0.000000
10240,0.000000
10260,0.000000
10280,0.000000
10300,0.000000
10320,0.000000
10340,0.000000
10360,0.000000
10380,0.000000
10400,0.000000
10420,0.000000
10440,0.000000
10460,0.000000
10480,0.000000
10500,0.000000
10520,0.000000
10540,0.000000
10560,0.000000
10580,0.000000
10600,0.000000
10620,0.000000
10640,0.000000
10660,0.000000
10680,0.000000
10700,0.000000
10720,0.000000
10740,0.000000
10760,0.000000
10780,0.000000
10800,0.000000
10820,0.000000
10840,0.000000
10860,0.000000
10880,0.000000
10900,0.000000
10920,0.000000
10940,0.000000
10960,0.000000
10980,0.000000
11000,0.000000
11020,0.000000
11040,0.000000
11060,0.000000
11081,0.000000
11100,0.000000
11120,0.000000
11140,0.000000
11160,0.000000
11180,0.000000
11200,0.000000
11220,0.000000
11240,0.000000
11260,0.000000
11280,0.000000
11300,0.000000
11320,0.000000
11340,0.000000
11360,0.000000
11381,0.000000
11400,0.000000
11420,0.000000
11440,0.000000
11460,0.000000
11480,0.000000
11500,0.000000
11520,0.000000
11540,0.000000
11560,0.000000
11580,0.000000
11600,0.000000
11620,0.000000
11640,0.000000
11660,0.000000
11681,0.000000
11700,0.000000
11721,0.000000
11740,0.000000
11760,0.000000
11780,0.000000
11800,0.000000
11820,0.000000
11840,0.000000
11860,0.000000
11880,0.000000
11900,0.000000
11920,0.000000
11940,0.000000
11960,0.000000
11981,0.000000
12000,0.000000
12021,0.000000
12040,0.000000
12060,0.000000
12080,0.000000
12100,0.000000
12120,0.000000
12140,0.000000
12160,0.000000
12180,0.000000
12200,0.000000
12220,0.000000
12240,0.000000
12260,0.000000
12281,0.000000
12300,0.000000
12321,0.000000
12340,0.000000
12361,0.000000
12380,0.000000
12400,0.000000
12420,0.000000
12440,0.000000
12460,0.000000
12480,0.000000
12500,0.000000
12520,0.000000
12540,0.000000
12560,0.000000
12581,0.000000
12600,0.000000
12621,0.000000
12640,0.000000
12661,0.000000
12680,0.000000
12700,0.000000
12720,0.000000
12740,0.000000
