t_ms,velocidade_rad_s
18161,2.690716
18181,2.763438
18201,2.763438
18221,2.762885
18241,2.763438
18261,2.836160
18281,2.836160
18301,2.908882
18321,2.762885
18341,2.908300
18361,2.836160
18382,2.836160
18401,2.908882
18422,2.762885
18441,2.762885
18462,2.835593
18481,2.835593
18501,2.763438
18521,2.907138
18541,2.762885
18561,2.763438
18581,2.617994
18601,2.690178
18621,2.690716
18641,2.617470
18661,2.690716
18682,2.690716
18701,2.763438
18722,2.763438
18741,2.762885
18762,2.836160
18781,2.836160
18801,2.763438
18821,2.835593
18841,2.835593
18861,2.908882
18881,2.836160
18901,2.836160
18921,2.908882
18941,2.908882
18961,2.908300
18982,2.908300
19001,2.908882
19022,2.908300
19041,2.908882
19062,2.908300
19081,2.981008
19102,2.908300
19121,2.836160
19141,2.908882
19161,2.908300
19181,2.908882
19201,2.908882
19221,2.908882
19241,2.981008
19261,2.908882
19282,2.981008
19301,2.908300
19322,2.908300
19341,2.908882
19362,2.908300
19381,2.908882
19402,2.981604
19421,2.981604
19441,2.908882
19461,2.908882
19481,2.908300
19501,2.908882
19521,2.908300
19541,2.836160
19561,2.836160
19582,2.835593
19601,2.835593
19622,2.762333
19641,2.763438
19662,2.763438
19681,2.762885
19702,2.762885
19721,2.617994
19742,2.763438
19761,2.762885
19781,2.690716
19801,2.690716
19821,2.762885
19841,2.763438
19861,2.690178
19882,2.690716
19901,2.763438
19922,2.690716
19941,2.690716
19962,2.763438
19981,2.689640
