0.00000,0.00000,0.00000,0.00000,0.00000,3.28000,3.28000,49.25000,49.25000
0.00000,0.00000,0.00000,0.27000,0.00000,3.28000,3.28000,49.25000,49.25000
0.00000,0.00000,0.01000,0.37000,0.00000,3.25000,3.25000,64.39000,68.49000
0.00000,0.00000,0.03000,0.83000,0.00000,3.11000,3.12000,64.39000,68.49000
0.00000,0.00000,0.05000,1.49000,0.00000,2.12000,2.33000,56.92000,74.12000
0.01000,0.00000,0.08000,1.58000,0.00000,1.35000,1.77000,56.92000,74.12000
0.01000,0.00000,0.11000,1.58000,0.00000,1.26000,1.87000,40.51000,81.21000
0.01000,0.00000,0.13000,1.22000,0.00000,1.18000,1.95000,40.51000,81.21000
0.01000,0.00000,0.14000,0.60000,0.04000,1.13000,2.00000,41.91000,94.39000
0.01000,0.00000,0.15000,0.29000,0.00000,1.11000,2.02000,41.91000,94.39000
0.01000,0.00000,0.15000,0.04000,0.00000,1.10000,2.03000,54.87000,106.84000
0.01000,0.00000,0.15000,0.08000,0.02000,1.09000,2.03000,54.87000,106.84000
0.01000,0.00000,0.16000,0.50000,0.02000,1.09000,2.03000,62.76000,118.76000
0.01000,0.00000,0.18000,1.04000,0.00000,1.08000,2.05000,62.76000,118.76000
0.01000,0.00000,0.20000,1.56000,0.27000,1.05000,2.08000,53.81000,131.83000
0.02000,0.00000,0.20000,1.49000,1.60000,1.02000,2.11000,53.81000,131.83000
0.02000,0.00000,0.18000,1.31000,2.37000,1.02000,2.11000,46.57000,120.77000
0.02000,0.00000,0.15000,1.10000,2.53000,1.04000,2.09000,46.57000,120.77000
0.03000,0.00000,0.12000,0.85000,2.53000,1.08000,2.05000,50.53000,108.91000
0.03000,0.00000,0.09000,0.71000,2.41000,1.13000,1.99000,50.53000,108.91000
0.04000,0.00000,0.07000,0.79000,2.12000,1.21000,1.92000,58.28000,105.92000
0.04000,0.01000,0.05000,1.12000,1.91000,1.28000,1.85000,58.28000,105.92000
0.04000,0.01000,0.05000,1.43000,1.74000,1.32000,1.80000,56.81000,108.70000
0.05000,0.01000,0.04000,1.51000,1.83000,1.34000,1.78000,56.81000,108.70000
0.05000,0.01000,0.04000,1.56000,1.81000,1.36000,1.76000,52.72000,108.76000
0.05000,0.01000,0.03000,1.51000,1.85000,1.39000,1.76000,52.72000,108.76000
0.06000,0.01000,0.02000,1.35000,1.95000,1.44000,1.76000,52.91000,108.06000
0.06000,0.01000,0.01000,1.22000,1.97000,1.82000,2.06000,52.91000,108.06000
0.06000,0.01000,-0.01000,1.20000,1.97000,2.90000,2.92000,78.76000,123.04000
0.07000,0.01000,-0.01000,1.87000,2.36000,3.27000,3.27000,78.76000,123.04000
0.08000,0.01000,-0.02000,2.70000,2.78000,3.24000,3.24000,84.30000,127.60000
0.08000,0.01000,-0.01000,3.36000,3.03000,3.22000,3.21000,84.30000,127.60000
0.09000,0.01000,0.00000,3.90000,3.24000,3.28000,3.28000,70.70000,123.49000
0.10000,0.01000,0.01000,3.80000,3.40000,3.14000,3.15000,70.70000,123.49000
0.11000,0.01000,0.01000,3.53000,3.38000,2.86000,2.88000,57.33000,113.36000
0.11000,0.01000,0.01000,3.13000,3.17000,2.68000,2.71000,57.33000,113.36000
0.12000,0.01000,0.00000,2.59000,2.99000,2.72000,2.75000,59.55000,111.67000
0.13000,0.01000,-0.01000,2.26000,2.82000,3.06000,3.07000,59.55000,111.67000
0.13000,0.01000,-0.01000,2.16000,2.61000,3.27000,3.27000,78.36000,122.21000
0.14000,0.01000,-0.02000,2.57000,2.74000,3.25000,3.25000,78.36000,122.21000
0.14000,0.01000,-0.02000,3.11000,3.01000,3.21000,3.20000,78.83000,125.13000
0.15000,0.01000,-0.01000,3.44000,3.22000,3.24000,3.23000,78.83000,125.13000
0.16000,0.01000,-0.00000,3.74000,3.34000,3.28000,3.27000,70.59000,121.84000
0.17000,0.01000,-0.00000,3.57000,3.40000,3.25000,3.25000,70.59000,121.84000
0.17000,0.01000,-0.00000,3.30000,3.45000,3.20000,3.21000,66.57000,118.35000
0.18000,0.01000,-0.01000,3.13000,3.30000,3.24000,3.24000,66.57000,118.35000
0.19000,0.01000,-0.01000,3.03000,3.22000,3.27000,3.27000,71.97000,119.74000
0.20000,0.01000,-0.01000,3.01000,3.24000,3.28000,3.28000,71.97000,119.74000
0.20000,0.01000,-0.02000,3.13000,3.24000,3.25000,3.25000,74.37000,120.15000
