motor,pwm,t_ms,count_acumulado,delta_count,vel_rad_s
E,140,980,4900,396,8.227981,
E,145,0,0,0,0.000000,
E,145,70,93,93,1.932329,
E,145,140,341,248,5.152877,
E,145,210,671,330,6.856651,
E,145,280,1050,379,7.874760,
E,145,350,1461,411,8.539648,
E,145,420,1860,399,8.290315,
E,145,490,2198,338,7.022873,
E,145,560,2577,379,7.874760,
E,145,630,2981,404,8.394204,
E,145,700,3399,418,8.685092,
E,145,770,3833,434,9.017535,
E,145,840,4266,433,8.996758,
E,145,910,4698,432,8.975979,
E,145,980,5140,442,9.183757,
E,150,0,0,0,0.000000,
E,150,70,102,102,2.119328,
E,150,140,358,256,5.319099,
E,150,210,704,346,7.189095,
E,150,280,1089,385,7.999426,
E,150,350,1498,409,8.498092,
E,150,420,1926,428,8.892868,
E,150,490,2360,434,9.017535,
E,150,560,2805,445,9.246090,
E,150,630,3246,441,9.162979,
E,150,700,3689,443,9.204535,
E,150,770,4141,452,9.391534,
E,150,840,4586,445,9.246090,
E,150,910,5032,446,9.266868,
E,150,980,5485,453,9.412312,
E,155,0,0,0,0.000000,
E,155,70,116,116,2.410217,
E,155,140,388,272,5.651543,
E,155,210,750,362,7.521538,
E,155,280,1152,402,8.352648,
E,155,350,1580,428,8.892868,
E,155,420,2028,448,9.308423,
E,155,490,2476,448,9.308423,
E,155,560,2926,450,9.349979,
E,155,630,3383,457,9.495423,
E,155,700,3824,441,9.162979,
E,155,770,4204,380,7.895538,
E,155,840,4606,402,8.352648,
E,155,910,5022,416,8.643536,
E,155,980,5459,437,9.079869,
E,160,0,0,0,0.000000,
E,160,70,125,125,2.597216,
E,160,140,407,282,5.859320,
E,160,210,771,364,7.563094,
E,160,280,1186,415,8.622758,
E,160,350,1617,431,8.955203,
E,160,420,2069,452,9.391534,
E,160,490,2522,453,9.412312,
E,160,560,2978,456,9.474646,
E,160,630,3445,467,9.703201,
E,160,700,3892,447,9.287646,
E,160,770,4282,390,8.103315,
E,160,840,4700,418,8.685092,
E,160,910,5140,440,9.142202,
E,160,980,5593,453,9.412312,
E,165,0,0,0,0.000000,
E,165,70,127,127,2.638772,
E,165,140,423,296,6.150208,
E,165,210,807,384,7.978649,
E,165,280,1242,435,9.038313,
E,165,350,1696,454,9.433091,
E,165,420,2161,465,9.661645,
E,165,490,2638,477,9.910977,
E,165,560,3113,475,9.869422,
E,165,630,3591,478,9.931756,
E,165,700,4077,486,10.097977,
E,165,770,4553,476,9.890200,
E,165,840,5033,480,9.973311,
E,165,910,5505,472,9.807089,
E,165,980,5961,456,9.474646,
E,170,0,0,0,0.000000,
E,170,70,134,134,2.784216,
E,170,140,446,312,6.482652,
E,170,210,844,398,8.269536,
E,170,281,1292,448,9.308423,
E,170,350,1760,468,9.723978,
E,170,420,2240,480,9.973311,
E,170,490,2732,492,10.222644,
E,170,560,3220,488,10.139533,
E,170,630,3708,488,10.139533,
E,170,700,4194,486,10.097977,
E,170,770,4666,472,9.807089,
E,170,840,5138,472,9.807089,
E,170,910,5616,478,9.931756,
E,170,980,6086,470,9.765534,
E,175,0,0,0,0.000000,
E,175,70,132,132,2.742660,
E,175,140,447,315,6.544985,
E,175,210,832,385,7.999426,
E,175,280,1240,408,8.477314,
E,175,350,1700,460,9.557756,
E,175,420,2176,476,9.890200,
E,175,490,2657,481,9.994089,
E,175,560,3150,493,10.243421,
E,175,630,3639,489,10.160310,
E,175,701,4131,492,10.222644,
E,175,770,4604,473,9.827867,
E,175,840,5085,481,9.994089,
E,175,910,5578,493,10.243421,
E,175,980,6066,488,10.139533,
E,180,0,0,0,0.000000,
E,180,70,144,144,2.991993,
E,180,141,470,326,6.773540,
E,180,210,879,409,8.498092,
E,180,280,1332,453,9.412312,
E,180,350,1814,482,10.014866,
E,180,420,2298,484,10.056422,
E,180,490,2784,486,10.097977,
E,180,560,3281,497,10.326533,
E,180,630,3774,493,10.243421,
E,180,700,4269,495,10.284976,
E,180,770,4769,500,10.388865,
E,180,840,5262,493,10.243421,
E,180,910,5756,494,10.264199,
E,180,980,6260,504,10.471976,
E,185,0,0,0,0.000000,
E,185,70,114,114,2.368661,
E,185,140,411,297,6.170986,
E,185,210,814,403,8.373425,
E,185,280,1258,444,9.225313,
E,185,350,1696,438,9.100646,
E,185,420,2163,467,9.703201,
E,185,490,2644,481,9.994089,
E,185,560,3144,500,10.388865,
E,185,630,3642,498,10.347310,
E,185,700,4142,500,10.388865,
E,185,770,4649,507,10.534310,
E,185,840,5152,503,10.451199,
E,185,910,5656,504,10.471976,
E,185,980,6170,514,10.679754,
E,190,0,0,0,0.000000,
E,190,70,142,142,2.950438,
E,190,140,472,330,6.856651,
E,190,210,900,428,8.892868,
E,190,280,1368,468,9.723978,
E,190,350,1859,491,10.201866,
E,190,420,2369,510,10.596643,
E,190,490,2878,509,10.575865,
E,190,560,3389,511,10.617421,
E,190,630,3910,521,10.825198,
E,190,700,4424,514,10.679754,
E,190,770,4938,514,10.679754,
E,190,840,5460,522,10.845975,
E,190,910,5974,514,10.679754,
E,190,980,6498,524,10.887532,
E,195,0,0,0,0.000000,
E,195,70,154,154,3.199770,
E,195,140,501,347,7.209872,
E,195,210,937,436,9.059091,
E,195,280,1422,485,10.077199,
E,195,350,1920,498,10.347310,
E,195,420,2430,510,10.596643,
E,195,490,2956,526,10.929087,
E,195,560,3478,522,10.845975,
E,195,630,4008,530,11.012198,
E,195,700,4531,523,10.866753,
E,195,770,5054,523,10.866753,
E,195,840,5584,530,11.012198,
E,195,910,6107,523,10.866753,
E,195,980,6630,523,10.866753,
E,200,0,0,0,0.000000,
E,200,70,161,161,3.345214,
E,200,140,506,345,7.168317,
E,200,210,940,434,9.017535,
E,200,280,1428,488,10.139533,
E,200,350,1934,506,10.513532,
E,200,420,2451,517,10.742087,
E,200,490,2981,530,11.012198,
E,200,560,3507,526,10.929087,
E,200,630,4035,528,10.970643,
E,200,700,4572,537,11.157642,
E,200,770,5104,532,11.053752,
E,200,840,5634,530,11.012198,
E,200,910,6173,539,11.199197,
E,200,980,6705,532,11.053752,
E,205,0,0,0,0.000000,
E,205,70,150,150,3.116660,
E,205,140,506,356,7.396872,
E,205,210,954,448,9.308423,
E,205,280,1446,492,10.222644,
E,205,350,1967,521,10.825198,
E,205,420,2492,525,10.908308,
E,205,490,3027,535,11.116086,
E,205,560,3556,529,10.991419,
E,205,630,4076,520,10.804420,
E,205,700,4610,534,11.095308,
E,205,770,5140,530,11.012198,
E,205,840,5673,533,11.074531,
E,205,910,6215,542,11.261530,
E,205,980,6750,535,11.116086,
E,210,0,0,0,0.000000,
E,210,70,166,166,3.449103,
E,210,140,539,373,7.750093,
E,210,210,997,458,9.516201,
E,210,280,1496,499,10.368088,
E,210,350,2024,528,10.970643,
E,210,420,2553,529,10.991419,
E,210,490,3087,534,11.095308,
E,210,560,3632,545,11.323863,
E,210,630,4170,538,11.178419,
E,210,700,4707,537,11.157642,
E,210,770,5253,546,11.344641,
E,210,840,5791,538,11.178419,
E,210,910,6343,552,11.469307,
E,210,980,6887,544,11.303086,
E,215,0,0,0,0.000000,
E,215,70,168,168,3.490659,
E,215,140,538,370,7.687760,
E,215,210,1011,473,9.827867,
E,215,280,1520,509,10.575865,
E,215,350,2056,536,11.136863,
E,215,420,2595,539,11.199197,
E,215,490,3144,549,11.406974,
E,215,560,3694,550,11.427752,
E,215,630,4238,544,11.303086,
E,215,700,4783,545,11.323863,
E,215,770,5334,551,11.448530,
E,215,840,5878,544,11.303086,
E,215,910,6422,544,11.303086,
E,215,980,6974,552,11.469307,
E,220,0,0,0,0.000000,
E,220,70,100,100,2.077773,
E,220,140,265,165,3.428325,
E,220,210,600,335,6.960540,
E,220,280,1048,448,9.308423,
E,220,350,1548,500,10.388865,
E,220,420,2054,506,10.513532,
E,220,490,2534,480,9.973311,
E,220,560,3050,516,10.721309,
E,220,630,3590,540,11.219974,
E,220,700,4130,540,11.219974,
E,220,770,4673,543,11.282308,
E,220,840,5220,547,11.365419,
E,220,910,5762,542,11.261530,
E,220,980,6314,552,11.469307,
E,225,0,0,0,0.000000,
E,225,70,162,162,3.365992,
E,225,140,464,302,6.274874,
E,225,210,803,339,7.043650,
E,225,280,1216,413,8.581203,
E,225,350,1541,325,6.752762,
E,225,420,1900,359,7.459205,
E,225,490,2350,450,9.349979,
E,225,560,2847,497,10.326533,
E,225,630,3380,533,11.074531,
E,225,700,3917,537,11.157642,
E,225,770,4430,513,10.658975,
E,225,840,4696,266,5.526876,
E,225,910,4855,159,3.303659,
E,225,980,4994,139,2.888104,
E,230,0,0,0,0.000000,
E,230,70,0,0,0.000000,
E,230,140,5,5,0.103889,
E,230,210,5,0,0.000000,
E,230,280,5,0,0.000000,
E,230,350,5,0,0.000000,
E,230,420,5,0,0.000000,
E,230,490,5,0,0.000000,
E,230,560,5,0,0.000000,
E,230,630,5,0,0.000000,
E,230,700,5,0,0.000000,
E,230,770,5,0,0.000000,
E,230,840,5,0,0.000000,
E,230,910,5,0,0.000000,
E,230,980,5,0,0.000000,
E,235,0,0,0,0.000000,
E,235,70,0,0,0.000000,
E,235,140,0,0,0.000000,
E,235,210,0,0,0.000000,
E,235,280,0,0,0.000000,
E,235,350,0,0,0.000000,
E,235,420,1,1,0.020778,
E,235,490,1,0,0.000000,
E,235,560,1,0,0.000000,
E,235,630,1,0,0.000000,
E,235,700,1,0,0.000000,
E,235,770,1,0,0.000000,
E,235,840,1,0,0.000000,
E,235,910,1,0,0.000000,
E,235,980,1,0,0.000000,
E,240,0,0,0,0.000000,
E,240,70,0,0,0.000000,
E,240,140,0,0,0.000000,
E,240,210,0,0,0.000000,
E,240,280,0,0,0.000000,
E,240,350,0,0,0.000000,
E,240,420,0,0,0.000000,
E,240,490,0,0,0.000000,
E,240,560,0,0,0.000000,
E,240,630,0,0,0.000000,
E,240,700,0,0,0.000000,
E,240,770,0,0,0.000000,
E,240,840,0,0,0.000000,
E,240,910,0,0,0.000000,
E,240,980,0,0,0.000000,
E,245,0,0,0,0.000000,
E,245,70,0,0,0.000000,
E,245,140,0,0,0.000000,
E,245,210,0,0,0.000000,
E,245,280,0,0,0.000000,
E,245,350,0,0,0.000000,
E,245,420,0,0,0.000000,
E,245,490,0,0,0.000000,
E,245,560,0,0,0.000000,
E,245,630,0,0,0.000000,
E,245,700,0,0,0.000000,
E,245,770,0,0,0.000000,
E,245,840,0,0,0.000000,
E,245,910,0,0,0.000000,
E,245,980,0,0,0.000000,
E,250,0,0,0,0.000000,
E,250,70,0,0,0.000000,
E,250,140,113,113,2.347883,
E,250,210,353,240,4.986655,
E,250,280,694,341,7.085206,
E,250,350,1048,354,7.355316,
E,250,420,1438,390,8.103315,
E,250,490,1846,408,8.477314,
E,250,560,2278,432,8.975979,
E,250,630,2768,490,10.181089,
E,250,700,3302,534,11.095308,
E,250,770,3859,557,11.573196,
E,250,840,4416,557,11.573196,
E,250,910,4990,574,11.926417,
E,250,980,5581,591,12.279639,
E,255,0,0,0,0.000000,
E,255,70,214,214,4.446434,
E,255,140,674,460,9.557756,
E,255,210,1242,568,11.801751,
E,255,280,1836,594,12.341972,
E,255,350,2447,611,12.695194,
E,255,420,3072,625,12.986082,
E,255,490,3678,606,12.591304,
E,255,560,4288,610,12.674415,
E,255,630,4829,541,11.240753,
E,255,700,5312,483,10.035644,
E,255,771,5798,486,10.097977,
E,255,840,6341,543,11.282308,
E,255,910,6934,593,12.321194,
E,255,980,7553,619,12.861415,
