motor,pwm,t_ms,count_acumulado,delta_count,vel_rad_s
D,195,454,697,68,"4.945100,"
D,195,482,766,69,"5.017822,"
D,195,511,835,69,"5.017822,"
D,195,541,905,70,"5.090544,"
D,195,569,974,69,"5.017822,"
D,195,599,1044,70,"5.090544,"
D,200,0,0,0,"0.000000,"
D,200,20,15,15,"1.090831,"
D,200,40,42,27,"1.963496,"
D,200,60,76,34,"2.472550,"
D,200,80,117,41,"2.981604,"
D,200,100,160,43,"3.127048,"
D,200,120,208,48,"3.490659,"
D,200,140,256,48,"3.490659,"
D,200,160,308,52,"3.781547,"
D,200,183,365,57,"4.145157,"
D,200,211,439,74,"5.381433,"
D,200,240,514,75,"5.454154,"
D,200,270,590,76,"5.526876,"
D,200,298,666,76,"5.526876,"
D,200,328,741,75,"5.454154,"
D,200,357,818,77,"5.599598,"
D,200,386,894,76,"5.526876,"
D,200,415,970,76,"5.526876,"
D,200,445,1046,76,"5.526876,"
D,200,474,1123,77,"5.599598,"
D,200,504,1201,78,"5.672320,"
D,200,535,1280,79,"5.745043,"
D,200,565,1361,81,"5.890487,"
D,200,595,1442,81,"5.890487,"
D,205,0,0,0,"0.000000,"
D,205,20,0,0,"0.000000,"
D,205,40,1,1,"0.072722,"
D,205,60,7,6,"0.436332,"
D,205,80,28,21,"1.527163,"
D,205,100,60,32,"2.327106,"
D,205,120,98,38,"2.763438,"
D,205,140,142,44,"3.199770,"
D,205,160,187,45,"3.272492,"
D,205,180,235,48,"3.490659,"
D,205,202,289,54,"3.926991,"
D,205,230,361,72,"5.235988,"
D,205,260,435,74,"5.381433,"
D,205,289,508,73,"5.308710,"
D,205,318,581,73,"5.308710,"
D,205,347,654,73,"5.308710,"
D,205,377,727,73,"5.308710,"
D,205,405,801,74,"5.381433,"
D,205,434,875,74,"5.381433,"
D,205,464,949,74,"5.381433,"
D,205,492,1023,74,"5.381433,"
D,205,523,1099,76,"5.526876,"
D,205,553,1175,76,"5.526876,"
D,205,583,1252,77,"5.599598,"
D,210,0,0,0,"0.000000,"
D,210,20,6,6,"0.436332,"
D,210,40,30,24,"1.745329,"
D,210,60,66,36,"2.617994,"
D,210,80,106,40,"2.908882,"
D,210,100,154,48,"3.490659,"
D,210,120,202,48,"3.490659,"
D,210,140,255,53,"3.854269,"
D,210,160,306,51,"3.708825,"
D,210,180,360,54,"3.926991,"
D,210,209,437,77,"5.599598,"
D,210,237,514,77,"5.599598,"
D,210,267,592,78,"5.672320,"
D,210,296,668,76,"5.526876,"
D,210,326,746,78,"5.672320,"
D,210,354,823,77,"5.599598,"
D,210,384,900,77,"5.599598,"
D,210,413,980,80,"5.817764,"
D,210,441,1058,78,"5.672320,"
D,210,472,1138,80,"5.817764,"
D,210,502,1218,80,"5.817764,"
D,210,532,1297,79,"5.745043,"
D,210,562,1377,80,"5.817764,"
D,210,593,1456,79,"5.745043,"
D,215,0,0,0,"0.000000,"
D,215,20,12,12,"0.872665,"
D,215,40,38,26,"1.890773,"
D,215,60,72,34,"2.472550,"
D,215,80,116,44,"3.199770,"
D,215,100,163,47,"3.417937,"
D,215,120,214,51,"3.708825,"
D,215,140,264,50,"3.636103,"
D,215,160,320,56,"4.072435,"
D,215,183,382,62,"4.508768,"
D,215,211,462,80,"5.817764,"
D,215,240,541,79,"5.745043,"
D,215,270,619,78,"5.672320,"
D,215,298,696,77,"5.599598,"
D,215,328,774,78,"5.672320,"
D,215,357,850,76,"5.526876,"
D,215,386,926,76,"5.526876,"
D,215,415,1002,76,"5.526876,"
D,215,446,1082,80,"5.817764,"
D,215,475,1160,78,"5.672320,"
D,215,505,1240,80,"5.817764,"
D,215,536,1318,78,"5.672320,"
D,215,566,1397,79,"5.745043,"
D,215,596,1476,79,"5.745043,"
D,220,0,0,0,"0.000000,"
D,220,20,8,8,"0.581776,"
D,220,40,40,32,"2.327106,"
D,220,60,83,43,"3.127048,"
D,220,80,130,47,"3.417937,"
D,220,100,183,53,"3.854269,"
D,220,120,234,51,"3.708825,"
D,220,140,288,54,"3.926991,"
D,220,160,344,56,"4.072435,"
D,220,180,397,53,"3.854269,"
D,220,209,477,80,"5.817764,"
D,220,238,556,79,"5.745043,"
D,220,267,635,79,"5.745043,"
D,220,296,714,79,"5.745043,"
D,220,325,792,78,"5.672320,"
D,220,354,872,80,"5.817764,"
D,220,384,952,80,"5.817764,"
D,220,412,1031,79,"5.745043,"
D,220,443,1113,82,"5.963209,"
D,220,473,1197,84,"6.108653,"
D,220,504,1281,84,"6.108653,"
D,220,533,1366,85,"6.181375,"
D,220,563,1450,84,"6.108653,"
D,220,594,1536,86,"6.254097,"
D,225,0,0,0,"0.000000,"
D,225,20,8,8,"0.581776,"
D,225,40,43,35,"2.545272,"
D,225,61,91,48,"3.490659,"
D,225,80,142,51,"3.708825,"
D,225,100,198,56,"4.072435,"
D,225,120,252,54,"3.926991,"
D,225,140,311,59,"4.290601,"
D,225,160,367,56,"4.072435,"
D,225,180,426,59,"4.290601,"
D,225,209,510,84,"6.108653,"
D,225,239,593,83,"6.035931,"
D,225,267,675,82,"5.963209,"
D,225,296,758,83,"6.035931,"
D,225,326,841,83,"6.035931,"
D,225,354,924,83,"6.035931,"
D,225,384,1008,84,"6.108653,"
D,225,414,1094,86,"6.254097,"
D,225,445,1179,85,"6.181375,"
D,225,474,1265,86,"6.254097,"
D,225,505,1351,86,"6.254097,"
D,225,535,1437,86,"6.254097,"
D,225,564,1523,86,"6.254097,"
D,225,595,1608,85,"6.181375,"
D,230,0,0,0,"0.000000,"
D,230,20,12,12,"0.872665,"
D,230,40,49,37,"2.690716,"
D,230,60,94,45,"3.272492,"
D,230,80,148,54,"3.926991,"
D,230,100,201,53,"3.854269,"
D,230,120,260,59,"4.290601,"
D,230,140,316,56,"4.072435,"
D,230,160,375,59,"4.290601,"
D,230,182,438,63,"4.581490,"
D,230,210,522,84,"6.108653,"
D,230,240,606,84,"6.108653,"
D,230,269,689,83,"6.035931,"
D,230,299,772,83,"6.035931,"
D,230,327,854,82,"5.963209,"
D,230,356,937,83,"6.035931,"
D,230,386,1020,83,"6.035931,"
D,230,415,1106,86,"6.254097,"
D,230,446,1192,86,"6.254097,"
D,230,476,1278,86,"6.254097,"
D,230,506,1364,86,"6.254097,"
D,230,536,1450,86,"6.254097,"
D,230,567,1536,86,"6.254097,"
D,230,597,1622,86,"6.254097,"
D,235,0,0,0,"0.000000,"
D,235,20,6,6,"0.436332,"
D,235,40,19,13,"0.945387,"
D,235,60,54,35,"2.545272,"
D,235,80,95,41,"2.981604,"
D,235,100,146,51,"3.708825,"
D,235,120,198,52,"3.781547,"
D,235,140,255,57,"4.145157,"
D,235,160,311,56,"4.072435,"
D,235,180,371,60,"4.363324,"
D,235,208,454,83,"6.035931,"
D,235,238,539,85,"6.181375,"
D,235,266,623,84,"6.108653,"
D,235,296,707,84,"6.108653,"
D,235,325,791,84,"6.108653,"
D,235,353,877,86,"6.254097,"
D,235,383,961,84,"6.108653,"
D,235,412,1046,85,"6.181375,"
D,235,442,1134,88,"6.399541,"
D,235,472,1221,87,"6.326818,"
D,235,503,1309,88,"6.399541,"
D,235,532,1398,89,"6.472263,"
D,235,563,1487,89,"6.472263,"
D,235,593,1575,88,"6.399541,"
D,240,0,0,0,"0.000000,"
D,240,20,7,7,"0.509054,"
D,240,40,21,14,"1.018109,"
D,240,60,52,31,"2.254384,"
D,240,80,94,42,"3.054327,"
D,240,100,141,47,"3.417937,"
D,240,120,193,52,"3.781547,"
D,240,140,247,54,"3.926991,"
D,240,160,303,56,"4.072435,"
D,240,180,360,57,"4.145157,"
D,240,208,444,84,"6.108653,"
D,240,238,527,83,"6.035931,"
D,240,267,612,85,"6.181375,"
D,240,296,696,84,"6.108653,"
D,240,325,779,83,"6.035931,"
D,240,355,863,84,"6.108653,"
D,240,383,947,84,"6.108653,"
D,240,412,1031,84,"6.108653,"
D,240,443,1117,86,"6.254097,"
D,240,472,1204,87,"6.326818,"
D,240,503,1291,87,"6.326818,"
D,240,533,1377,86,"6.254097,"
D,240,564,1463,86,"6.254097,"
D,240,593,1551,88,"6.399541,"
D,245,0,0,0,"0.000000,"
D,245,20,11,11,"0.799943,"
D,245,40,38,27,"1.963496,"
D,245,60,86,48,"3.490659,"
D,245,80,139,53,"3.854269,"
D,245,100,197,58,"4.217879,"
D,245,121,256,59,"4.290601,"
D,245,140,313,57,"4.145157,"
D,245,160,374,61,"4.436046,"
D,245,182,439,65,"4.726934,"
D,245,211,525,86,"6.254097,"
D,245,240,612,87,"6.326818,"
D,245,269,699,87,"6.326818,"
D,245,299,785,86,"6.254097,"
D,245,327,872,87,"6.326818,"
D,245,357,958,86,"6.254097,"
D,245,386,1043,85,"6.181375,"
D,245,416,1133,90,"6.544985,"
D,245,446,1221,88,"6.399541,"
D,245,476,1310,89,"6.472263,"
D,245,507,1399,89,"6.472263,"
D,245,536,1488,89,"6.472263,"
D,245,567,1578,90,"6.544985,"
D,245,597,1669,91,"6.617707,"
D,250,0,0,0,"0.000000,"
D,250,20,3,3,"0.218166,"
D,250,40,9,6,"0.436332,"
D,250,60,33,24,"1.745329,"
D,250,80,73,40,"2.908882,"
D,250,100,122,49,"3.563381,"
D,250,120,174,52,"3.781547,"
D,250,140,233,59,"4.290601,"
D,250,160,290,57,"4.145157,"
D,250,180,352,62,"4.508768,"
D,250,206,433,81,"5.890487,"
D,250,236,524,91,"6.617707,"
D,250,264,615,91,"6.617707,"
D,250,294,705,90,"6.544985,"
D,250,323,796,91,"6.617707,"
D,250,352,887,91,"6.617707,"
D,250,381,977,90,"6.544985,"
D,250,411,1069,92,"6.690429,"
D,250,440,1164,95,"6.908596,"
D,250,470,1257,93,"6.763152,"
D,250,501,1349,92,"6.690429,"
D,250,531,1439,90,"6.544985,"
D,250,561,1529,90,"6.544985,"
D,250,591,1617,88,"6.399541,"
D,255,0,0,0,"0.000000,"
D,255,20,14,14,"1.018109,"
D,255,40,42,28,"2.036218,"
D,255,60,81,39,"2.836160,"
D,255,80,130,49,"3.563381,"
D,255,100,181,51,"3.708825,"
D,255,120,238,57,"4.145157,"
D,255,140,294,56,"4.072435,"
D,255,160,354,60,"4.363324,"
D,255,183,422,68,"4.945100,"
D,255,212,509,87,"6.326818,"
D,255,241,596,87,"6.326818,"
D,255,270,682,86,"6.254097,"
D,255,299,767,85,"6.181375,"
D,255,328,852,85,"6.181375,"
D,255,358,938,86,"6.254097,"
D,255,387,1025,87,"6.326818,"
D,255,417,1114,89,"6.472263,"
D,255,447,1204,90,"6.544985,"
D,255,478,1294,90,"6.544985,"
D,255,507,1384,90,"6.544985,"
D,255,537,1473,89,"6.472263,"
D,255,568,1562,89,"6.472263,"
D,255,597,1651,89,6.472263
E,0,0,0,0,"0.000000,"
E,0,20,0,0,"0.000000,"
E,0,40,0,0,"0.000000,"
E,0,60,0,0,"0.000000,"
E,0,80,0,0,"0.000000,"
E,0,100,0,0,"0.000000,"
E,0,120,0,0,"0.000000,"
E,0,140,0,0,"0.000000,"
E,0,160,0,0,"0.000000,"
E,0,180,0,0,"0.000000,"
E,0,200,0,0,"0.000000,"
E,0,220,0,0,"0.000000,"
E,0,240,0,0,"0.000000,"
E,0,260,0,0,"0.000000,"
E,0,281,0,0,"0.000000,"
E,0,300,0,0,"0.000000,"
E,0,320,0,0,"0.000000,"
E,0,340,0,0,"0.000000,"
E,0,360,0,0,"0.000000,"
E,0,381,0,0,"0.000000,"
E,0,404,0,0,"0.000000,"
E,0,428,0,0,"0.000000,"
E,0,453,0,0,"0.000000,"
E,0,476,0,0,"0.000000,"
E,0,500,0,0,"0.000000,"
E,0,524,0,0,"0.000000,"
E,0,548,0,0,"0.000000,"
E,0,571,0,0,"0.000000,"
E,0,596,0,0,"0.000000,"
E,5,0,0,0,"0.000000,"
E,5,20,0,0,"0.000000,"
E,5,40,0,0,"0.000000,"
E,5,60,0,0,"0.000000,"
E,5,80,0,0,"0.000000,"
E,5,100,0,0,"0.000000,"
E,5,120,0,0,"0.000000,"
E,5,141,0,0,"0.000000,"
E,5,160,0,0,"0.000000,"
E,5,180,0,0,"0.000000,"
E,5,200,0,0,"0.000000,"
E,5,220,0,0,"0.000000,"
E,5,240,0,0,"0.000000,"
E,5,260,0,0,"0.000000,"
E,5,280,0,0,"0.000000,"
E,5,300,0,0,"0.000000,"
E,5,320,0,0,"0.000000,"
E,5,340,0,0,"0.000000,"
E,5,360,0,0,"0.000000,"
E,5,381,0,0,"0.000000,"
E,5,405,0,0,"0.000000,"
E,5,428,0,0,"0.000000,"
E,5,453,0,0,"0.000000,"
E,5,476,0,0,"0.000000,"
E,5,500,0,0,"0.000000,"
E,5,525,0,0,"0.000000,"
E,5,548,0,0,"0.000000,"
E,5,572,0,0,"0.000000,"
E,5,596,0,0,"0.000000,"
E,10,0,0,0,"0.000000,"
E,10,20,0,0,"0.000000,"
E,10,40,0,0,"0.000000,"
E,10,60,0,0,"0.000000,"
E,10,80,0,0,"0.000000,"
E,10,100,0,0,"0.000000,"
E,10,120,0,0,"0.000000,"
E,10,140,0,0,"0.000000,"
E,10,160,0,0,"0.000000,"
E,10,180,0,0,"0.000000,"
E,10,200,0,0,"0.000000,"
E,10,220,0,0,"0.000000,"
E,10,240,0,0,"0.000000,"
E,10,260,0,0,"0.000000,"
E,10,280,0,0,"0.000000,"
E,10,300,0,0,"0.000000,"
E,10,325,0,0,"0.000000,"
E,10,350,0,0,"0.000000,"
E,10,374,0,0,"0.000000,"
E,10,400,0,0,"0.000000,"
E,10,424,0,0,"0.000000,"
E,10,450,0,0,"0.000000,"
E,10,475,0,0,"0.000000,"
E,10,499,0,0,"0.000000,"
E,10,525,0,0,"0.000000,"
E,10,549,0,0,"0.000000,"
E,10,574,0,0,"0.000000,"
E,15,0,0,0,"0.000000,"
E,15,20,0,0,"0.000000,"
E,15,40,0,0,"0.000000,"
E,15,60,0,0,"0.000000,"
E,15,80,0,0,"0.000000,"
E,15,100,0,0,"0.000000,"
E,15,120,0,0,"0.000000,"
E,15,140,0,0,"0.000000,"
E,15,160,0,0,"0.000000,"
E,15,180,0,0,"0.000000,"
E,15,200,0,0,"0.000000,"
E,15,220,0,0,"0.000000,"
E,15,240,0,0,"0.000000,"
E,15,260,0,0,"0.000000,"
E,15,280,0,0,"0.000000,"
E,15,301,0,0,"0.000000,"
E,15,326,0,0,"0.000000,"
E,15,352,0,0,"0.000000,"
E,15,376,0,0,"0.000000,"
E,15,401,0,0,"0.000000,"
E,15,426,0,0,"0.000000,"
E,15,451,0,0,"0.000000,"
E,15,476,0,0,"0.000000,"
E,15,501,0,0,"0.000000,"
E,15,526,0,0,"0.000000,"
E,15,551,0,0,"0.000000,"
E,15,576,0,0,"0.000000,"
E,20,0,0,0,"0.000000,"
E,20,20,0,0,"0.000000,"
E,20,40,0,0,"0.000000,"
E,20,60,0,0,"0.000000,"
E,20,80,0,0,"0.000000,"
E,20,101,0,0,"0.000000,"
E,20,120,0,0,"0.000000,"
E,20,140,0,0,"0.000000,"
E,20,160,0,0,"0.000000,"
E,20,180,0,0,"0.000000,"
E,20,200,0,0,"0.000000,"
E,20,220,0,0,"0.000000,"
E,20,240,0,0,"0.000000,"
E,20,260,0,0,"0.000000,"
E,20,280,0,0,"0.000000,"
E,20,301,0,0,"0.000000,"
E,20,326,0,0,"0.000000,"
E,20,350,0,0,"0.000000,"
E,20,376,0,0,"0.000000,"
E,20,401,0,0,"0.000000,"
E,20,426,0,0,"0.000000,"
E,20,451,0,0,"0.000000,"
E,20,475,0,0,"0.000000,"
E,20,501,0,0,"0.000000,"
E,20,525,0,0,"0.000000,"
E,20,550,0,0,"0.000000,"
E,20,576,0,0,"0.000000,"
E,25,0,0,0,"0.000000,"
E,25,20,0,0,"0.000000,"
E,25,40,0,0,"0.000000,"
E,25,60,0,0,"0.000000,"
E,25,80,0,0,"0.000000,"
E,25,100,0,0,"0.000000,"
E,25,120,0,0,"0.000000,"
E,25,140,0,0,"0.000000,"
E,25,160,0,0,"0.000000,"
E,25,180,0,0,"0.000000,"
E,25,200,0,0,"0.000000,"
E,25,220,0,0,"0.000000,"
E,25,240,0,0,"0.000000,"
E,25,260,0,0,"0.000000,"
E,25,280,0,0,"0.000000,"
E,25,300,0,0,"0.000000,"
E,25,326,0,0,"0.000000,"
E,25,350,0,0,"0.000000,"
E,25,375,0,0,"0.000000,"
E,25,400,0,0,"0.000000,"
E,25,425,0,0,"0.000000,"
E,25,451,0,0,"0.000000,"
E,25,475,0,0,"0.000000,"
E,25,500,0,0,"0.000000,"
E,25,525,0,0,"0.000000,"
E,25,550,0,0,"0.000000,"
E,25,574,0,0,"0.000000,"
E,30,0,0,0,"0.000000,"
E,30,20,0,0,"0.000000,"
E,30,40,0,0,"0.000000,"
E,30,60,0,0,"0.000000,"
E,30,80,0,0,"0.000000,"
E,30,100,0,0,"0.000000,"
E,30,120,0,0,"0.000000,"
E,30,140,0,0,"0.000000,"
E,30,160,0,0,"0.000000,"
E,30,180,0,0,"0.000000,"
E,30,200,0,0,"0.000000,"
E,30,220,0,0,"0.000000,"
E,30,240,0,0,"0.000000,"
E,30,260,0,0,"0.000000,"
E,30,280,0,0,"0.000000,"
E,30,301,0,0,"0.000000,"
E,30,325,0,0,"0.000000,"
E,30,351,0,0,"0.000000,"
E,30,376,0,0,"0.000000,"
E,30,401,0,0,"0.000000,"
E,30,426,0,0,"0.000000,"
E,30,450,0,0,"0.000000,"
E,30,476,0,0,"0.000000,"
E,30,501,0,0,"0.000000,"
E,30,525,0,0,"0.000000,"
E,30,551,0,0,"0.000000,"
E,30,575,0,0,"0.000000,"
E,35,0,0,0,"0.000000,"
E,35,20,0,0,"0.000000,"
E,35,40,0,0,"0.000000,"
E,35,60,0,0,"0.000000,"
E,35,81,0,0,"0.000000,"
E,35,100,0,0,"0.000000,"
E,35,120,0,0,"0.000000,"
E,35,140,0,0,"0.000000,"
E,35,160,0,0,"0.000000,"
E,35,180,0,0,"0.000000,"
E,35,200,0,0,"0.000000,"
E,35,220,0,0,"0.000000,"
E,35,240,0,0,"0.000000,"
E,35,260,0,0,"0.000000,"
E,35,280,0,0,"0.000000,"
E,35,301,0,0,"0.000000,"
E,35,325,0,0,"0.000000,"
E,35,350,0,0,"0.000000,"
E,35,375,0,0,"0.000000,"
E,35,400,0,0,"0.000000,"
E,35,426,0,0,"0.000000,"
E,35,450,0,0,"0.000000,"
E,35,475,0,0,"0.000000,"
E,35,500,0,0,"0.000000,"
E,35,525,0,0,"0.000000,"
E,35,550,0,0,"0.000000,"
E,35,575,0,0,"0.000000,"
E,40,0,0,0,"0.000000,"
E,40,20,0,0,"0.000000,"
E,40,40,0,0,"0.000000,"
E,40,60,0,0,"0.000000,"
E,40,80,0,0,"0.000000,"
E,40,100,0,0,"0.000000,"
E,40,120,0,0,"0.000000,"
E,40,140,0,0,"0.000000,"
E,40,160,0,0,"0.000000,"
E,40,180,0,0,"0.000000,"
E,40,200,0,0,"0.000000,"
E,40,220,0,0,"0.000000,"
E,40,240,0,0,"0.000000,"
E,40,260,0,0,"0.000000,"
E,40,280,0,0,"0.000000,"
E,40,300,0,0,"0.000000,"
E,40,326,0,0,"0.000000,"
E,40,351,0,0,"0.000000,"
E,40,376,0,0,"0.000000,"
E,40,401,0,0,"0.000000,"
E,40,425,0,0,"0.000000,"
E,40,451,0,0,"0.000000,"
E,40,476,0,0,"0.000000,"
E,40,500,0,0,"0.000000,"
E,40,526,0,0,"0.000000,"
E,40,550,0,0,"0.000000,"
E,40,576,0,0,"0.000000,"
E,45,0,0,0,"0.000000,"
E,45,20,0,0,"0.000000,"
E,45,40,0,0,"0.000000,"
E,45,60,0,0,"0.000000,"
E,45,80,0,0,"0.000000,"
E,45,100,0,0,"0.000000,"
E,45,120,0,0,"0.000000,"
E,45,140,0,0,"0.000000,"
E,45,160,0,0,"0.000000,"
E,45,180,0,0,"0.000000,"
E,45,200,0,0,"0.000000,"
E,45,220,0,0,"0.000000,"
E,45,240,0,0,"0.000000,"
E,45,260,0,0,"0.000000,"
E,45,280,0,0,"0.000000,"
E,45,301,0,0,"0.000000,"
E,45,326,0,0,"0.000000,"
E,45,351,0,0,"0.000000,"
E,45,376,0,0,"0.000000,"
E,45,402,0,0,"0.000000,"
E,45,426,0,0,"0.000000,"
E,45,451,0,0,"0.000000,"
E,45,476,0,0,"0.000000,"
E,45,501,0,0,"0.000000,"
E,45,526,0,0,"0.000000,"
E,45,551,0,0,"0.000000,"
E,45,576,0,0,"0.000000,"
E,50,0,0,0,"0.000000,"
E,50,20,0,0,"0.000000,"
E,50,40,0,0,"0.000000,"
E,50,61,0,0,"0.000000,"
E,50,80,0,0,"0.000000,"
E,50,100,0,0,"0.000000,"
E,50,120,0,0,"0.000000,"
E,50,140,0,0,"0.000000,"
E,50,160,0,0,"0.000000,"
E,50,180,0,0,"0.000000,"
E,50,200,0,0,"0.000000,"
E,50,220,0,0,"0.000000,"
E,50,240,0,0,"0.000000,"
E,50,260,0,0,"0.000000,"
E,50,280,0,0,"0.000000,"
E,50,301,0,0,"0.000000,"
E,50,326,0,0,"0.000000,"
E,50,351,0,0,"0.000000,"
E,50,376,0,0,"0.000000,"
E,50,400,0,0,"0.000000,"
E,50,426,0,0,"0.000000,"
E,50,451,0,0,"0.000000,"
E,50,475,0,0,"0.000000,"
E,50,501,0,0,"0.000000,"
E,50,525,0,0,"0.000000,"
E,50,551,0,0,"0.000000,"
E,50,576,0,0,"0.000000,"
E,55,0,0,0,"0.000000,"
E,55,20,0,0,"0.000000,"
E,55,40,0,0,"0.000000,"
E,55,60,0,0,"0.000000,"
E,55,80,0,0,"0.000000,"
E,55,100,0,0,"0.000000,"
E,55,120,0,0,"0.000000,"
E,55,140,0,0,"0.000000,"
E,55,160,0,0,"0.000000,"
E,55,180,0,0,"0.000000,"
E,55,200,0,0,"0.000000,"
E,55,220,0,0,"0.000000,"
E,55,240,0,0,"0.000000,"
E,55,260,0,0,"0.000000,"
E,55,281,0,0,"0.000000,"
E,55,300,0,0,"0.000000,"
E,55,326,0,0,"0.000000,"
E,55,350,0,0,"0.000000,"
E,55,376,0,0,"0.000000,"
E,55,400,0,0,"0.000000,"
E,55,425,0,0,"0.000000,"
E,55,450,0,0,"0.000000,"
E,55,475,0,0,"0.000000,"
E,55,500,0,0,"0.000000,"
E,55,525,0,0,"0.000000,"
E,55,550,0,0,"0.000000,"
E,55,575,0,0,"0.000000,"
E,60,0,0,0,"0.000000,"
E,60,20,0,0,"0.000000,"
E,60,40,0,0,"0.000000,"
E,60,60,0,0,"0.000000,"
E,60,80,0,0,"0.000000,"
E,60,100,0,0,"0.000000,"
E,60,120,0,0,"0.000000,"
E,60,140,0,0,"0.000000,"
E,60,160,0,0,"0.000000,"
E,60,180,0,0,"0.000000,"
E,60,200,0,0,"0.000000,"
E,60,220,0,0,"0.000000,"
E,60,240,0,0,"0.000000,"
E,60,260,0,0,"0.000000,"
E,60,280,0,0,"0.000000,"
E,60,300,0,0,"0.000000,"
E,60,325,0,0,"0.000000,"
E,60,350,0,0,"0.000000,"
E,60,375,0,0,"0.000000,"
E,60,400,0,0,"0.000000,"
E,60,425,0,0,"0.000000,"
E,60,449,0,0,"0.000000,"
E,60,475,0,0,"0.000000,"
E,60,499,0,0,"0.000000,"
E,60,525,0,0,"0.000000,"
E,60,550,0,0,"0.000000,"
E,60,574,0,0,"0.000000,"
E,65,0,0,0,"0.000000,"
E,65,20,0,0,"0.000000,"
E,65,40,0,0,"0.000000,"
E,65,60,0,0,"0.000000,"
E,65,80,0,0,"0.000000,"
E,65,100,1,1,"0.072722,"
E,65,120,1,0,"0.000000,"
E,65,140,1,0,"0.000000,"
E,65,160,1,0,"0.000000,"
E,65,180,1,0,"0.000000,"
E,65,200,1,0,"0.000000,"
E,65,220,1,0,"0.000000,"
E,65,240,1,0,"0.000000,"
E,65,260,1,0,"0.000000,"
E,65,280,1,0,"0.000000,"
E,65,301,1,0,"0.000000,"
E,65,325,1,0,"0.000000,"
E,65,351,1,0,"0.000000,"
E,65,375,1,0,"0.000000,"
E,65,400,1,0,"0.000000,"
E,65,426,1,0,"0.000000,"
E,65,450,1,0,"0.000000,"
E,65,475,1,0,"0.000000,"
E,65,500,1,0,"0.000000,"
E,65,525,1,0,"0.000000,"
E,65,550,1,0,"0.000000,"
E,65,575,1,0,"0.000000,"
E,70,0,0,0,"0.000000,"
E,70,20,0,0,"0.000000,"
E,70,40,0,0,"0.000000,"
E,70,60,0,0,"0.000000,"
E,70,80,0,0,"0.000000,"
E,70,100,0,0,"0.000000,"
E,70,120,0,0,"0.000000,"
E,70,140,0,0,"0.000000,"
E,70,160,0,0,"0.000000,"
E,70,180,0,0,"0.000000,"
E,70,200,0,0,"0.000000,"
E,70,220,0,0,"0.000000,"
E,70,240,0,0,"0.000000,"
E,70,260,0,0,"0.000000,"
E,70,280,0,0,"0.000000,"
E,70,300,0,0,"0.000000,"
E,70,326,0,0,"0.000000,"
E,70,351,0,0,"0.000000,"
E,70,376,0,0,"0.000000,"
E,70,401,0,0,"0.000000,"
E,70,425,0,0,"0.000000,"
E,70,451,0,0,"0.000000,"
E,70,476,0,0,"0.000000,"
E,70,500,0,0,"0.000000,"
E,70,526,0,0,"0.000000,"
E,70,550,0,0,"0.000000,"
E,70,576,0,0,"0.000000,"
E,75,0,0,0,"0.000000,"
E,75,20,0,0,"0.000000,"
E,75,40,1,1,"0.072722,"
E,75,60,1,0,"0.000000,"
E,75,80,7,6,"0.436332,"
E,75,100,17,10,"0.727221,"
E,75,120,33,16,"1.163553,"
E,75,141,52,19,"1.381719,"
E,75,160,73,21,"1.527163,"
E,75,180,100,27,"1.963496,"
E,75,200,127,27,"1.963496,"
E,75,220,159,32,"2.327106,"
E,75,243,199,40,"2.908882,"
E,75,272,249,50,"3.636103,"
E,75,299,304,55,"3.999713,"
E,75,328,361,57,"4.145157,"
E,75,356,421,60,"4.363324,"
E,75,383,483,62,"4.508768,"
E,75,412,547,64,"4.654211,"
E,75,440,613,66,"4.799656,"
E,75,468,678,65,"4.726934,"
E,75,496,740,62,"4.508768,"
E,75,525,799,59,"4.290601,"
E,75,552,857,58,"4.217879,"
E,75,580,912,55,"3.999713,"
E,80,0,0,0,"0.000000,"
E,80,20,5,5,"0.363610,"
E,80,40,16,11,"0.799943,"
E,80,60,32,16,"1.163553,"
E,80,80,53,21,"1.527163,"
E,80,100,77,24,"1.745329,"
E,80,120,105,28,"2.036218,"
E,80,141,136,31,"2.254384,"
E,80,160,167,31,"2.254384,"
E,80,180,201,34,"2.472550,"
E,80,200,237,36,"2.617994,"
E,80,226,287,50,"3.636103,"
E,80,253,343,56,"4.072435,"
E,80,282,400,57,"4.145157,"
E,80,309,459,59,"4.290601,"
E,80,338,521,62,"4.508768,"
E,80,366,587,66,"4.799656,"
E,80,393,653,66,"4.799656,"
E,80,422,721,68,"4.945100,"
E,80,450,791,70,"5.090544,"
E,80,478,857,66,"4.799656,"
E,80,506,921,64,"4.654211,"
E,80,535,988,67,"4.872378,"
E,80,562,1057,69,"5.017822,"
E,80,591,1131,74,"5.381433,"
E,85,0,0,0,"0.000000,"
E,85,20,1,1,"0.072722,"
E,85,40,7,6,"0.436332,"
E,85,60,20,13,"0.945387,"
E,85,80,41,21,"1.527163,"
E,85,100,65,24,"1.745329,"
E,85,120,97,32,"2.327106,"
E,85,140,129,32,"2.327106,"
E,85,160,166,37,"2.690716,"
E,85,180,203,37,"2.690716,"
E,85,200,243,40,"2.908882,"
E,85,222,287,44,"3.199770,"
E,85,249,348,61,"4.436046,"
E,85,278,415,67,"4.872378,"
E,85,306,487,72,"5.235988,"
E,85,333,563,76,"5.526876,"
E,85,362,642,79,"5.745043,"
E,85,390,724,82,"5.963209,"
