motor,pwm,t_ms,count_acumulado,delta_count,vel_rad_s
E,160,280,0,0,0.000000
E,160,302,0,0,0.000000
E,160,326,0,0,0.000000
E,160,351,0,0,0.000000
E,160,376,0,0,0.000000
E,160,401,0,0,0.000000
E,160,425,0,0,0.000000
E,160,451,0,0,0.000000
E,160,476,0,0,0.000000
E,160,501,0,0,0.000000
E,160,526,0,0,0.000000
E,160,550,0,0,0.000000
E,160,576,0,0,0.000000
E,165,0,0,0,0.000000
E,165,20,0,0,0.000000
E,165,40,0,0,0.000000
E,165,60,0,0,0.000000
E,165,80,0,0,0.000000
E,165,100,0,0,0.000000
E,165,120,0,0,0.000000
E,165,140,0,0,0.000000
E,165,160,0,0,0.000000
E,165,181,0,0,0.000000
E,165,200,0,0,0.000000
E,165,220,0,0,0.000000
E,165,240,0,0,0.000000
E,165,260,0,0,0.000000
E,165,280,0,0,0.000000
E,165,300,0,0,0.000000
E,165,326,0,0,0.000000
E,165,350,0,0,0.000000
E,165,375,0,0,0.000000
E,165,401,0,0,0.000000
E,165,425,0,0,0.000000
E,165,451,0,0,0.000000
E,165,475,0,0,0.000000
E,165,500,0,0,0.000000
E,165,526,0,0,0.000000
E,165,550,0,0,0.000000
E,165,575,0,0,0.000000
E,170,0,0,0,0.000000
E,170,20,0,0,0.000000
E,170,40,0,0,0.000000
E,170,61,0,0,0.000000
E,170,80,0,0,0.000000
E,170,100,0,0,0.000000
E,170,120,0,0,0.000000
E,170,140,0,0,0.000000
E,170,160,0,0,0.000000
E,170,180,0,0,0.000000
E,170,200,0,0,0.000000
E,170,220,0,0,0.000000
E,170,240,0,0,0.000000
E,170,260,0,0,0.000000
E,170,280,0,0,0.000000
E,170,301,0,0,0.000000
E,170,326,0,0,0.000000
E,170,351,0,0,0.000000
E,170,376,0,0,0.000000
E,170,400,0,0,0.000000
E,170,426,0,0,0.000000
E,170,451,0,0,0.000000
E,170,476,0,0,0.000000
E,170,501,0,0,0.000000
E,170,525,0,0,0.000000
E,170,551,0,0,0.000000
E,170,576,0,0,0.000000
E,175,0,0,0,0.000000
E,175,20,0,0,0.000000
E,175,40,0,0,0.000000
E,175,60,0,0,0.000000
E,175,80,0,0,0.000000
E,175,100,0,0,0.000000
E,175,120,0,0,0.000000
E,175,140,0,0,0.000000
E,175,160,0,0,0.000000
E,175,180,0,0,0.000000
E,175,200,0,0,0.000000
E,175,220,0,0,0.000000
E,175,240,0,0,0.000000
E,175,260,0,0,0.000000
E,175,281,0,0,0.000000
E,175,301,0,0,0.000000
E,175,326,0,0,0.000000
E,175,350,0,0,0.000000
E,175,376,0,0,0.000000
E,175,400,0,0,0.000000
E,175,426,0,0,0.000000
E,175,450,0,0,0.000000
E,175,475,0,0,0.000000
E,175,501,0,0,0.000000
E,175,525,0,0,0.000000
E,175,550,0,0,0.000000
E,175,575,0,0,0.000000
E,180,0,0,0,0.000000
E,180,20,0,0,0.000000
E,180,40,0,0,0.000000
E,180,60,0,0,0.000000
E,180,80,0,0,0.000000
E,180,100,0,0,0.000000
E,180,120,0,0,0.000000
E,180,140,0,0,0.000000
E,180,160,0,0,0.000000
E,180,180,0,0,0.000000
E,180,200,0,0,0.000000
E,180,220,0,0,0.000000
E,180,240,0,0,0.000000
E,180,260,0,0,0.000000
E,180,280,0,0,0.000000
E,180,300,0,0,0.000000
E,180,325,0,0,0.000000
E,180,350,0,0,0.000000
E,180,376,0,0,0.000000
E,180,400,0,0,0.000000
E,180,425,0,0,0.000000
E,180,450,0,0,0.000000
E,180,475,0,0,0.000000
E,180,499,0,0,0.000000
E,180,525,0,0,0.000000
E,180,550,0,0,0.000000
E,180,575,0,0,0.000000
E,185,0,0,0,0.000000
E,185,20,0,0,0.000000
E,185,40,0,0,0.000000
E,185,60,0,0,0.000000
E,185,80,0,0,0.000000
E,185,100,0,0,0.000000
E,185,120,0,0,0.000000
E,185,140,0,0,0.000000
E,185,160,0,0,0.000000
E,185,180,0,0,0.000000
E,185,200,0,0,0.000000
E,185,220,0,0,0.000000
E,185,240,0,0,0.000000
E,185,260,0,0,0.000000
E,185,280,0,0,0.000000
E,185,300,0,0,0.000000
E,185,324,0,0,0.000000
E,185,350,0,0,0.000000
E,185,374,0,0,0.000000
E,185,400,0,0,0.000000
E,185,425,0,0,0.000000
E,185,449,0,0,0.000000
E,185,475,0,0,0.000000
E,185,499,0,0,0.000000
E,185,524,0,0,0.000000
E,185,549,0,0,0.000000
E,185,574,0,0,0.000000
E,190,0,0,0,0.000000
E,190,20,0,0,0.000000
E,190,40,0,0,0.000000
E,190,60,0,0,0.000000
E,190,80,0,0,0.000000
E,190,100,0,0,0.000000
E,190,120,0,0,0.000000
E,190,140,0,0,0.000000
E,190,160,0,0,0.000000
E,190,180,0,0,0.000000
E,190,200,0,0,0.000000
E,190,220,0,0,0.000000
E,190,240,0,0,0.000000
E,190,260,0,0,0.000000
E,190,280,0,0,0.000000
E,190,301,0,0,0.000000
E,190,326,0,0,0.000000
E,190,352,0,0,0.000000
E,190,376,0,0,0.000000
E,190,401,0,0,0.000000
E,190,426,0,0,0.000000
E,190,451,0,0,0.000000
E,190,476,0,0,0.000000
E,190,501,0,0,0.000000
E,190,526,0,0,0.000000
E,190,551,0,0,0.000000
E,190,576,0,0,0.000000
E,195,0,0,0,0.000000
E,195,20,0,0,0.000000
E,195,40,0,0,0.000000
E,195,60,0,0,0.000000
E,195,80,0,0,0.000000
E,195,100,0,0,0.000000
E,195,120,0,0,0.000000
E,195,141,0,0,0.000000
E,195,160,0,0,0.000000
E,195,180,0,0,0.000000
E,195,200,0,0,0.000000
E,195,220,0,0,0.000000
E,195,240,0,0,0.000000
E,195,260,0,0,0.000000
E,195,280,0,0,0.000000
E,195,300,0,0,0.000000
E,195,326,0,0,0.000000
E,195,350,0,0,0.000000
E,195,376,0,0,0.000000
E,195,401,0,0,0.000000
E,195,425,0,0,0.000000
E,195,451,0,0,0.000000
E,195,475,0,0,0.000000
E,195,500,0,0,0.000000
E,195,526,0,0,0.000000
E,195,550,0,0,0.000000
E,195,576,0,0,0.000000
E,200,0,0,0,0.000000
E,200,20,0,0,0.000000
E,200,40,0,0,0.000000
E,200,60,0,0,0.000000
E,200,80,0,0,0.000000
E,200,100,0,0,0.000000
E,200,120,0,0,0.000000
E,200,140,0,0,0.000000
E,200,160,0,0,0.000000
E,200,180,0,0,0.000000
E,200,200,0,0,0.000000
E,200,220,0,0,0.000000
E,200,240,0,0,0.000000
E,200,260,0,0,0.000000
E,200,280,0,0,0.000000
E,200,300,0,0,0.000000
E,200,326,0,0,0.000000
E,200,350,0,0,0.000000
E,200,375,0,0,0.000000
E,200,400,0,0,0.000000
E,200,425,0,0,0.000000
E,200,450,0,0,0.000000
E,200,475,0,0,0.000000
E,200,500,0,0,0.000000
E,200,525,0,0,0.000000
E,200,550,0,0,0.000000
E,200,575,0,0,0.000000
E,205,0,0,0,0.000000
E,205,20,0,0,0.000000
E,205,40,0,0,0.000000
E,205,60,0,0,0.000000
E,205,80,0,0,0.000000
E,205,100,0,0,0.000000
E,205,120,0,0,0.000000
E,205,140,0,0,0.000000
E,205,160,0,0,0.000000
E,205,180,0,0,0.000000
E,205,200,0,0,0.000000
E,205,220,0,0,0.000000
E,205,241,0,0,0.000000
E,205,260,0,0,0.000000
E,205,280,0,0,0.000000
E,205,301,0,0,0.000000
E,205,326,0,0,0.000000
E,205,351,0,0,0.000000
E,205,376,0,0,0.000000
E,205,400,0,0,0.000000
E,205,426,0,0,0.000000
E,205,450,0,0,0.000000
E,205,476,0,0,0.000000
E,205,501,0,0,0.000000
E,205,525,0,0,0.000000
E,205,551,0,0,0.000000
E,205,575,0,0,0.000000
E,210,0,0,0,0.000000
E,210,20,0,0,0.000000
E,210,40,0,0,0.000000
E,210,60,0,0,0.000000
E,210,80,0,0,0.000000
E,210,100,0,0,0.000000
E,210,120,0,0,0.000000
E,210,140,0,0,0.000000
E,210,160,0,0,0.000000
E,210,180,0,0,0.000000
E,210,200,0,0,0.000000
E,210,220,0,0,0.000000
E,210,240,0,0,0.000000
E,210,260,0,0,0.000000
E,210,280,0,0,0.000000
E,210,301,0,0,0.000000
E,210,325,0,0,0.000000
E,210,350,0,0,0.000000
E,210,376,0,0,0.000000
E,210,400,0,0,0.000000
E,210,425,0,0,0.000000
E,210,450,0,0,0.000000
E,210,475,0,0,0.000000
E,210,500,0,0,0.000000
E,210,525,0,0,0.000000
E,210,550,0,0,0.000000
E,210,575,0,0,0.000000
E,215,0,0,0,0.000000
E,215,20,0,0,0.000000
E,215,40,0,0,0.000000
E,215,60,0,0,0.000000
E,215,80,0,0,0.000000
E,215,100,0,0,0.000000
E,215,120,0,0,0.000000
E,215,140,0,0,0.000000
E,215,160,0,0,0.000000
E,215,180,0,0,0.000000
E,215,200,0,0,0.000000
E,215,220,0,0,0.000000
E,215,240,0,0,0.000000
E,215,260,0,0,0.000000
E,215,280,0,0,0.000000
E,215,300,0,0,0.000000
E,215,325,0,0,0.000000
E,215,350,0,0,0.000000
E,215,374,0,0,0.000000
E,215,400,0,0,0.000000
E,215,424,0,0,0.000000
E,215,450,0,0,0.000000
E,215,475,0,0,0.000000
E,215,499,0,0,0.000000
E,215,525,0,0,0.000000
E,215,549,0,0,0.000000
E,215,574,0,0,0.000000
E,220,0,0,0,0.000000
E,220,20,0,0,0.000000
E,220,40,0,0,0.000000
E,220,60,0,0,0.000000
E,220,80,0,0,0.000000
E,220,100,0,0,0.000000
E,220,120,0,0,0.000000
E,220,140,0,0,0.000000
E,220,160,0,0,0.000000
E,220,180,0,0,0.000000
E,220,200,0,0,0.000000
E,220,221,0,0,0.000000
E,220,240,0,0,0.000000
E,220,260,0,0,0.000000
E,220,280,0,0,0.000000
E,220,301,0,0,0.000000
E,220,326,0,0,0.000000
E,220,352,0,0,0.000000
E,220,376,0,0,0.000000
E,220,401,0,0,0.000000
E,220,426,0,0,0.000000
E,220,451,0,0,0.000000
E,220,477,0,0,0.000000
E,220,501,0,0,0.000000
E,220,526,0,0,0.000000
E,220,551,0,0,0.000000
E,220,576,0,0,0.000000
E,225,0,0,0,0.000000
E,225,20,0,0,0.000000
E,225,40,0,0,0.000000
E,225,60,0,0,0.000000
E,225,80,0,0,0.000000
E,225,100,0,0,0.000000
E,225,120,0,0,0.000000
E,225,140,0,0,0.000000
E,225,160,0,0,0.000000
E,225,180,0,0,0.000000
E,225,200,0,0,0.000000
E,225,220,0,0,0.000000
E,225,240,0,0,0.000000
E,225,260,0,0,0.000000
E,225,280,0,0,0.000000
E,225,301,0,0,0.000000
E,225,326,0,0,0.000000
E,225,350,0,0,0.000000
E,225,376,0,0,0.000000
E,225,401,0,0,0.000000
E,225,426,0,0,0.000000
E,225,451,0,0,0.000000
E,225,475,0,0,0.000000
E,225,501,0,0,0.000000
E,225,525,0,0,0.000000
E,225,550,0,0,0.000000
E,225,576,0,0,0.000000
E,230,0,0,0,0.000000
E,230,20,0,0,0.000000
E,230,40,0,0,0.000000
E,230,60,0,0,0.000000
E,230,80,0,0,0.000000
E,230,100,0,0,0.000000
E,230,120,0,0,0.000000
E,230,140,0,0,0.000000
E,230,160,0,0,0.000000
E,230,180,0,0,0.000000
E,230,200,0,0,0.000000
E,230,220,0,0,0.000000
E,230,240,0,0,0.000000
E,230,260,0,0,0.000000
E,230,280,0,0,0.000000
E,230,300,0,0,0.000000
E,230,326,0,0,0.000000
E,230,350,0,0,0.000000
E,230,375,0,0,0.000000
E,230,400,0,0,0.000000
E,230,425,0,0,0.000000
E,230,451,0,0,0.000000
E,230,475,0,0,0.000000
E,230,500,0,0,0.000000
E,230,525,0,0,0.000000
E,230,550,0,0,0.000000
E,230,574,0,0,0.000000
E,235,1,0,0,0.000000
E,235,20,0,0,0.000000
E,235,40,0,0,0.000000
E,235,60,0,0,0.000000
E,235,80,0,0,0.000000
E,235,100,0,0,0.000000
E,235,120,0,0,0.000000
E,235,140,0,0,0.000000
E,235,160,0,0,0.000000
E,235,180,0,0,0.000000
E,235,201,0,0,0.000000
E,235,220,0,0,0.000000
E,235,240,0,0,0.000000
E,235,260,0,0,0.000000
E,235,280,0,0,0.000000
E,235,301,0,0,0.000000
E,235,325,0,0,0.000000
E,235,351,0,0,0.000000
E,235,376,0,0,0.000000
E,235,401,0,0,0.000000
E,235,426,0,0,0.000000
E,235,450,0,0,0.000000
E,235,476,0,0,0.000000
E,235,501,0,0,0.000000
E,235,525,0,0,0.000000
E,235,551,0,0,0.000000
E,235,575,0,0,0.000000
E,240,0,0,0,0.000000
E,240,20,0,0,0.000000
E,240,40,0,0,0.000000
E,240,60,0,0,0.000000
E,240,80,0,0,0.000000
E,240,100,0,0,0.000000
E,240,120,0,0,0.000000
E,240,140,0,0,0.000000
E,240,160,0,0,0.000000
E,240,180,0,0,0.000000
E,240,200,0,0,0.000000
E,240,220,0,0,0.000000
E,240,240,0,0,0.000000
E,240,260,0,0,0.000000
E,240,280,0,0,0.000000
E,240,301,0,0,0.000000
E,240,325,0,0,0.000000
E,240,351,0,0,0.000000
E,240,375,0,0,0.000000
E,240,400,0,0,0.000000
E,240,426,0,0,0.000000
E,240,450,0,0,0.000000
E,240,475,0,0,0.000000
E,240,500,0,0,0.000000
E,240,525,0,0,0.000000
E,240,551,0,0,0.000000
E,240,575,0,0,0.000000
E,245,0,0,0,0.000000
E,245,20,0,0,0.000000
E,245,40,0,0,0.000000
E,245,60,0,0,0.000000
E,245,80,0,0,0.000000
E,245,100,0,0,0.000000
E,245,120,0,0,0.000000
E,245,140,0,0,0.000000
E,245,160,0,0,0.000000
E,245,180,0,0,0.000000
E,245,200,0,0,0.000000
E,245,220,0,0,0.000000
E,245,240,0,0,0.000000
E,245,260,0,0,0.000000
E,245,280,0,0,0.000000
E,245,301,0,0,0.000000
E,245,326,0,0,0.000000
E,245,351,0,0,0.000000
E,245,376,0,0,0.000000
E,245,401,0,0,0.000000
E,245,425,0,0,0.000000
E,245,451,0,0,0.000000
E,245,476,0,0,0.000000
E,245,500,0,0,0.000000
E,245,526,0,0,0.000000
E,245,550,0,0,0.000000
E,245,576,0,0,0.000000
E,250,0,0,0,0.000000
E,250,20,0,0,0.000000
E,250,40,0,0,0.000000
E,250,60,0,0,0.000000
E,250,80,0,0,0.000000
E,250,100,0,0,0.000000
E,250,120,0,0,0.000000
E,250,140,0,0,0.000000
E,250,160,0,0,0.000000
E,250,180,0,0,0.000000
E,250,200,0,0,0.000000
E,250,220,0,0,0.000000
E,250,240,0,0,0.000000
E,250,260,0,0,0.000000
E,250,280,0,0,0.000000
E,250,300,0,0,0.000000
E,250,326,0,0,0.000000
E,250,351,0,0,0.000000
E,250,375,0,0,0.000000
E,250,401,0,0,0.000000
E,250,425,0,0,0.000000
E,250,450,0,0,0.000000
E,250,475,0,0,0.000000
E,250,500,0,0,0.000000
E,250,526,0,0,0.000000
E,250,550,0,0,0.000000
E,250,575,0,0,0.000000
E,255,0,0,0,0.000000
E,255,20,0,0,0.000000
E,255,40,0,0,0.000000
E,255,60,0,0,0.000000
E,255,80,0,0,0.000000
E,255,100,0,0,0.000000
E,255,120,0,0,0.000000
E,255,140,0,0,0.000000
E,255,160,0,0,0.000000
E,255,180,0,0,0.000000
E,255,200,0,0,0.000000
E,255,220,0,0,0.000000
E,255,240,0,0,0.000000
E,255,260,0,0,0.000000
E,255,280,0,0,0.000000
E,255,301,0,0,0.000000
E,255,326,0,0,0.000000
E,255,351,0,0,0.000000
E,255,376,0,0,0.000000
E,255,401,0,0,0.000000
E,255,426,0,0,0.000000
E,255,451,0,0,0.000000
E,255,476,0,0,0.000000
E,255,501,0,0,0.000000
E,255,525,0,0,0.000000
E,255,551,0,0,0.000000
E,255,576,0,0,0.000000D,0,0,0,0,0.000000
D,0,20,0,0,0.000000
D,0,40,0,0,0.000000
D,0,60,0,0,0.000000
D,0,80,0,0,0.000000
D,0,100,0,0,0.000000
D,0,120,0,0,0.000000
D,0,140,0,0,0.000000
D,0,160,0,0,0.000000
D,0,180,0,0,0.000000
D,0,200,0,0,0.000000
D,0,220,0,0,0.000000
D,0,240,0,0,0.000000
D,0,260,0,0,0.000000
D,0,280,0,0,0.000000
D,0,300,0,0,0.000000
D,0,320,0,0,0.000000
D,0,340,0,0,0.000000
D,0,360,0,0,0.000000
D,0,380,0,0,0.000000
D,0,400,0,0,0.000000
D,0,420,0,0,0.000000
D,0,440,0,0,0.000000
D,0,460,0,0,0.000000
D,0,480,0,0,0.000000
D,0,500,0,0,0.000000
D,0,521,0,0,0.000000
D,0,545,0,0,0.000000
D,0,567,0,0,0.000000
D,0,590,0,0,0.000000
D,5,0,0,0,0.000000
D,5,20,0,0,0.000000
D,5,40,0,0,0.000000
D,5,60,0,0,0.000000
D,5,80,0,0,0.000000
D,5,100,0,0,0.000000
D,5,120,0,0,0.000000
D,5,140,0,0,0.000000
D,5,160,0,0,0.000000
D,5,180,0,0,0.000000
D,5,200,0,0,0.000000
D,5,220,0,0,0.000000
D,5,240,0,0,0.000000
D,5,260,0,0,0.000000
D,5,280,0,0,0.000000
D,5,300,0,0,0.000000
D,5,320,0,0,0.000000
D,5,340,0,0,0.000000
D,5,361,0,0,0.000000
D,5,380,0,0,0.000000
D,5,400,0,0,0.000000
D,5,420,0,0,0.000000
D,5,440,0,0,0.000000
D,5,460,0,0,0.000000
D,5,480,0,0,0.000000
D,5,500,0,0,0.000000
D,5,521,0,0,0.000000
D,5,545,0,0,0.000000
D,5,567,0,0,0.000000
D,5,590,0,0,0.000000
D,10,0,0,0,0.000000
D,10,20,0,0,0.000000
D,10,40,0,0,0.000000
D,10,60,0,0,0.000000
D,10,80,0,0,0.000000
D,10,100,0,0,0.000000
D,10,120,0,0,0.000000
D,10,140,0,0,0.000000
D,10,160,0,0,0.000000
D,10,180,0,0,0.000000
D,10,200,0,0,0.000000
D,10,220,0,0,0.000000
D,10,240,0,0,0.000000
D,10,260,0,0,0.000000
D,10,280,0,0,0.000000
D,10,300,0,0,0.000000
D,10,320,0,0,0.000000
D,10,340,0,0,0.000000
D,10,360,0,0,0.000000
D,10,381,0,0,0.000000
D,10,405,0,0,0.000000
D,10,429,0,0,0.000000
D,10,453,0,0,0.000000
D,10,476,0,0,0.000000
D,10,501,0,0,0.000000
D,10,524,0,0,0.000000
D,10,548,0,0,0.000000
D,10,573,0,0,0.000000
D,10,596,0,0,0.000000
D,15,0,0,0,0.000000
D,15,20,0,0,0.000000
D,15,40,0,0,0.000000
D,15,60,0,0,0.000000
D,15,80,0,0,0.000000
D,15,100,0,0,0.000000
D,15,120,0,0,0.000000
D,15,140,0,0,0.000000
D,15,160,0,0,0.000000
D,15,180,0,0,0.000000
D,15,200,0,0,0.000000
D,15,220,0,0,0.000000
D,15,240,0,0,0.000000
D,15,260,0,0,0.000000
D,15,280,0,0,0.000000
D,15,301,0,0,0.000000
D,15,320,0,0,0.000000
D,15,340,0,0,0.000000
D,15,360,0,0,0.000000
D,15,381,0,0,0.000000
D,15,405,0,0,0.000000
D,15,430,0,0,0.000000
D,15,453,0,0,0.000000
D,15,477,0,0,0.000000
D,15,501,0,0,0.000000
D,15,525,0,0,0.000000
D,15,548,0,0,0.000000
D,15,573,0,0,0.000000
D,15,596,0,0,0.000000
D,20,0,0,0,0.000000
D,20,20,0,0,0.000000
D,20,40,0,0,0.000000
D,20,60,0,0,0.000000
D,20,80,0,0,0.000000
D,20,100,0,0,0.000000
D,20,120,0,0,0.000000
D,20,140,0,0,0.000000
D,20,160,0,0,0.000000
D,20,180,0,0,0.000000
D,20,200,0,0,0.000000
D,20,220,0,0,0.000000
D,20,240,0,0,0.000000
D,20,260,0,0,0.000000
D,20,280,0,0,0.000000
D,20,300,0,0,0.000000
D,20,320,0,0,0.000000
D,20,340,0,0,0.000000
D,20,360,0,0,0.000000
D,20,381,0,0,0.000000
D,20,404,0,0,0.000000
D,20,429,0,0,0.000000
D,20,452,0,0,0.000000
D,20,476,0,0,0.000000
D,20,501,0,0,0.000000
D,20,524,0,0,0.000000
D,20,548,0,0,0.000000
D,20,572,0,0,0.000000
D,20,596,0,0,0.000000
D,25,0,0,0,0.000000
D,25,20,0,0,0.000000
D,25,40,0,0,0.000000
D,25,60,0,0,0.000000
D,25,80,0,0,0.000000
D,25,100,0,0,0.000000
D,25,120,0,0,0.000000
D,25,140,0,0,0.000000
D,25,160,0,0,0.000000
D,25,180,0,0,0.000000
D,25,200,0,0,0.000000
D,25,220,0,0,0.000000
D,25,240,0,0,0.000000
D,25,260,0,0,0.000000
D,25,280,0,0,0.000000
D,25,300,0,0,0.000000
D,25,320,0,0,0.000000
D,25,340,0,0,0.000000
D,25,361,0,0,0.000000
D,25,381,0,0,0.000000
D,25,405,0,0,0.000000
D,25,429,0,0,0.000000
D,25,453,0,0,0.000000
D,25,476,0,0,0.000000
D,25,501,0,0,0.000000
D,25,524,0,0,0.000000
D,25,548,0,0,0.000000
D,25,572,0,0,0.000000
D,25,596,0,0,0.000000
D,30,0,0,0,0.000000
D,30,20,0,0,0.000000
D,30,40,0,0,0.000000
D,30,60,0,0,0.000000
D,30,80,0,0,0.000000
D,30,100,0,0,0.000000
D,30,120,0,0,0.000000
D,30,140,0,0,0.000000
D,30,160,0,0,0.000000
D,30,180,0,0,0.000000
D,30,200,0,0,0.000000
D,30,221,0,0,0.000000
D,30,240,0,0,0.000000
D,30,260,0,0,0.000000
D,30,280,0,0,0.000000
D,30,300,0,0,0.000000
D,30,320,0,0,0.000000
D,30,340,0,0,0.000000
D,30,360,0,0,0.000000
D,30,381,0,0,0.000000
D,30,405,0,0,0.000000
D,30,429,0,0,0.000000
D,30,453,0,0,0.000000
D,30,477,0,0,0.000000
D,30,501,0,0,0.000000
D,30,525,0,0,0.000000
D,30,548,0,0,0.000000
D,30,573,0,0,0.000000
D,30,596,0,0,0.000000
D,35,0,0,0,0.000000
D,35,20,0,0,0.000000
D,35,40,0,0,0.000000
D,35,60,0,0,0.000000
D,35,80,0,0,0.000000
D,35,100,0,0,0.000000
D,35,120,0,0,0.000000
D,35,140,0,0,0.000000
D,35,160,0,0,0.000000
D,35,180,0,0,0.000000
D,35,200,0,0,0.000000
D,35,220,0,0,0.000000
D,35,240,0,0,0.000000
D,35,260,0,0,0.000000
D,35,280,0,0,0.000000
D,35,300,0,0,0.000000
D,35,320,0,0,0.000000
D,35,340,0,0,0.000000
D,35,360,0,0,0.000000
D,35,381,0,0,0.000000
D,35,404,0,0,0.000000
D,35,429,0,0,0.000000
D,35,452,0,0,0.000000
D,35,476,0,0,0.000000
D,35,500,0,0,0.000000
D,35,524,0,0,0.000000
D,35,547,0,0,0.000000
D,35,572,0,0,0.000000
D,35,596,0,0,0.000000
D,40,0,0,0,0.000000
D,40,20,0,0,0.000000
D,40,40,0,0,0.000000
D,40,60,0,0,0.000000
D,40,80,0,0,0.000000
D,40,100,0,0,0.000000
D,40,120,0,0,0.000000
D,40,140,0,0,0.000000
D,40,160,0,0,0.000000
D,40,180,0,0,0.000000
D,40,200,0,0,0.000000
D,40,220,0,0,0.000000
D,40,240,0,0,0.000000
D,40,260,0,0,0.000000
D,40,280,0,0,0.000000
D,40,300,0,0,0.000000
D,40,320,0,0,0.000000
D,40,340,0,0,0.000000
D,40,360,0,0,0.000000
D,40,381,0,0,0.000000
D,40,404,0,0,0.000000
D,40,429,0,0,0.000000
D,40,453,0,0,0.000000
D,40,476,0,0,0.000000
D,40,501,0,0,0.000000
D,40,524,0,0,0.000000
D,40,548,0,0,0.000000
D,40,572,0,0,0.000000
D,40,596,0,0,0.000000
D,45,0,0,0,0.000000
D,45,20,0,0,0.000000
D,45,40,0,0,0.000000
D,45,60,0,0,0.000000
D,45,80,0,0,0.000000
D,45,100,0,0,0.000000
D,45,120,0,0,0.000000
D,45,140,0,0,0.000000
D,45,160,0,0,0.000000
D,45,180,0,0,0.000000
D,45,200,0,0,0.000000
D,45,220,0,0,0.000000
D,45,240,0,0,0.000000
D,45,260,0,0,0.000000
D,45,280,0,0,0.000000
D,45,300,0,0,0.000000
D,45,320,0,0,0.000000
D,45,340,0,0,0.000000
D,45,360,0,0,0.000000
D,45,381,0,0,0.000000
D,45,405,0,0,0.000000
D,45,429,0,0,0.000000
D,45,453,0,0,0.000000
D,45,476,0,0,0.000000
D,45,501,0,0,0.000000
D,45,524,0,0,0.000000
D,45,548,0,0,0.000000
D,45,573,0,0,0.000000
D,45,596,0,0,0.000000
D,50,0,0,0,0.000000
D,50,20,0,0,0.000000
D,50,40,0,0,0.000000
D,50,60,0,0,0.000000
D,50,80,0,0,0.000000
D,50,100,0,0,0.000000
D,50,120,0,0,0.000000
D,50,140,0,0,0.000000
D,50,160,0,0,0.000000
D,50,180,0,0,0.000000
D,50,200,0,0,0.000000
D,50,220,0,0,0.000000
D,50,240,0,0,0.000000
D,50,260,0,0,0.000000
D,50,280,0,0,0.000000
D,50,300,0,0,0.000000
D,50,320,0,0,0.000000
D,50,340,0,0,0.000000
D,50,360,0,0,0.000000
D,50,381,0,0,0.000000
D,50,405,0,0,0.000000
D,50,430,0,0,0.000000
D,50,453,0,0,0.000000
D,50,477,0,0,0.000000
D,50,501,0,0,0.000000
D,50,525,0,0,0.000000
D,50,548,0,0,0.000000
D,50,573,0,0,0.000000
D,50,596,0,0,0.000000
D,55,0,0,0,0.000000
D,55,20,0,0,0.000000
D,55,40,0,0,0.000000
D,55,60,0,0,0.000000
D,55,80,0,0,0.000000
D,55,100,0,0,0.000000
D,55,120,0,0,0.000000
D,55,140,0,0,0.000000
D,55,160,0,0,0.000000
D,55,180,0,0,0.000000
D,55,200,0,0,0.000000
D,55,220,0,0,0.000000
D,55,240,0,0,0.000000
D,55,260,0,0,0.000000
D,55,280,0,0,0.000000
D,55,300,0,0,0.000000
D,55,320,0,0,0.000000
D,55,340,0,0,0.000000
D,55,360,0,0,0.000000
D,55,381,0,0,0.000000
D,55,404,0,0,0.000000
D,55,429,0,0,0.000000
D,55,452,0,0,0.000000
D,55,476,0,0,0.000000
D,55,501,0,0,0.000000
D,55,524,0,0,0.000000
D,55,548,0,0,0.000000
D,55,572,0,0,0.000000
D,55,596,0,0,0.000000
D,60,0,0,0,0.000000
D,60,20,0,0,0.000000
D,60,40,0,0,0.000000
D,60,60,0,0,0.000000
D,60,80,0,0,0.000000
D,60,100,0,0,0.000000
D,60,120,0,0,0.000000
D,60,140,0,0,0.000000
D,60,160,0,0,0.000000
D,60,180,0,0,0.000000
D,60,200,0,0,0.000000
D,60,220,0,0,0.000000
D,60,240,0,0,0.000000
D,60,260,0,0,0.000000
D,60,280,0,0,0.000000
D,60,300,0,0,0.000000
D,60,320,0,0,0.000000
D,60,340,0,0,0.000000
D,60,361,0,0,0.000000
D,60,381,0,0,0.000000
D,60,405,0,0,0.000000
D,60,429,0,0,0.000000
D,60,453,0,0,0.000000
D,60,476,0,0,0.000000
D,60,501,0,0,0.000000
D,60,524,0,0,0.000000
D,60,548,0,0,0.000000
D,60,572,0,0,0.000000
D,60,596,0,0,0.000000
D,65,0,0,0,0.000000
D,65,20,0,0,0.000000
D,65,40,0,0,0.000000
D,65,60,0,0,0.000000
D,65,80,0,0,0.000000
D,65,100,0,0,0.000000
D,65,120,0,0,0.000000
D,65,140,0,0,0.000000
D,65,160,0,0,0.000000
D,65,180,0,0,0.000000
D,65,200,0,0,0.000000
D,65,221,0,0,0.000000
D,65,240,0,0,0.000000
D,65,260,0,0,0.000000
D,65,280,0,0,0.000000
D,65,300,0,0,0.000000
D,65,320,0,0,0.000000
D,65,340,0,0,0.000000
D,65,360,0,0,0.000000
D,65,381,0,0,0.000000
D,65,405,0,0,0.000000
D,65,429,0,0,0.000000
D,65,453,0,0,0.000000
D,65,477,0,0,0.000000
D,65,501,0,0,0.000000
D,65,525,0,0,0.000000
