0.00000,0.00000,0.00000,0.00000,0.00000,3.28000,3.28000,49.25000,49.25000
0.00000,0.00000,-0.00000,0.02000,0.04000,3.28000,3.28000,49.25000,49.25000
0.00000,0.00000,-0.00000,0.00000,0.00000,3.28000,3.28000,68.63000,68.31000
0.00000,0.00000,-0.00000,0.00000,0.00000,3.28000,3.28000,68.63000,68.31000
0.00000,-0.00000,-0.00000,0.02000,0.00000,3.28000,3.28000,88.51000,88.38000
0.00000,-0.00000,-0.00000,0.00000,0.00000,3.28000,3.28000,88.51000,88.38000
0.00000,-0.00000,0.00000,0.21000,0.00000,3.28000,3.28000,108.21000,108.09000
0.00000,0.00000,0.01000,0.54000,0.02000,3.26000,3.26000,108.21000,108.09000
0.00000,0.00000,0.03000,1.00000,0.00000,3.06000,3.08000,116.54000,124.36000
0.00000,0.00000,0.06000,1.37000,0.00000,1.77000,2.02000,116.54000,124.36000
0.01000,0.00000,0.08000,1.58000,0.00000,1.34000,1.78000,93.43000,123.58000
0.01000,0.00000,0.11000,1.58000,0.10000,1.25000,1.88000,93.43000,123.58000
0.01000,0.00000,0.12000,1.37000,0.81000,1.18000,1.95000,87.63000,135.22000
0.01000,0.00000,0.12000,1.20000,1.22000,1.15000,1.97000,87.63000,135.22000
0.02000,0.00000,0.12000,1.29000,1.51000,1.15000,1.97000,90.44000,129.86000
0.02000,0.00000,0.11000,1.31000,1.95000,1.16000,1.96000,90.44000,129.86000
0.02000,0.00000,0.09000,1.33000,2.05000,1.19000,1.94000,89.10000,122.93000
0.03000,0.00000,0.08000,1.51000,2.10000,1.22000,1.91000,89.10000,122.93000
0.03000,0.00000,0.07000,1.45000,1.83000,1.25000,1.88000,86.22000,119.76000
0.03000,0.00000,0.07000,1.41000,1.85000,1.27000,1.86000,86.22000,119.76000
0.04000,0.00000,0.07000,1.37000,1.43000,1.29000,1.83000,86.80000,121.48000
0.04000,0.00000,0.06000,1.33000,1.54000,1.29000,1.83000,86.80000,121.48000
0.04000,0.00000,0.06000,1.52000,1.60000,1.31000,1.82000,87.54000,125.85000
0.05000,0.00000,0.06000,1.51000,1.74000,1.31000,1.81000,87.54000,125.85000
0.05000,0.00000,0.05000,1.62000,1.93000,1.32000,1.80000,84.86000,124.18000
0.06000,0.00000,0.04000,1.49000,2.03000,1.34000,1.78000,84.86000,124.18000
0.06000,0.00000,0.02000,1.31000,2.35000,1.38000,1.76000,84.91000,119.49000
0.06000,0.00000,0.01000,1.35000,1.95000,1.94000,2.16000,84.91000,119.49000
0.07000,0.00000,0.00000,1.43000,1.85000,2.85000,2.87000,108.36000,135.73000
0.07000,0.00000,-0.01000,1.54000,2.03000,3.14000,3.15000,108.36000,135.73000
0.08000,0.00000,-0.01000,2.01000,2.08000,3.28000,3.28000,121.01000,146.15000
0.08000,0.00000,-0.01000,2.32000,2.37000,3.28000,3.28000,121.01000,146.15000
0.09000,0.00000,-0.00000,2.57000,2.39000,3.28000,3.28000,119.73000,148.72000
0.09000,0.00000,-0.00000,2.70000,2.64000,3.27000,3.27000,119.73000,148.72000
0.10000,0.00000,-0.00000,2.53000,2.53000,3.25000,3.26000,119.44000,149.78000
0.10000,0.00000,-0.00000,2.53000,2.55000,3.25000,3.26000,119.44000,149.78000
0.11000,0.00000,-0.01000,2.43000,2.59000,3.26000,3.26000,125.32000,154.81000
0.12000,0.00000,-0.01000,2.41000,2.61000,3.28000,3.28000,125.32000,154.81000
0.12000,0.00000,-0.01000,2.43000,2.51000,3.27000,3.27000,131.79000,158.30000
0.13000,0.00000,-0.01000,2.57000,2.59000,3.26000,3.26000,131.79000,158.30000
0.13000,0.00000,-0.02000,2.39000,2.76000,3.26000,3.25000,134.26000,162.29000
0.14000,0.00000,-0.03000,2.12000,2.59000,3.13000,3.12000,134.26000,162.29000
0.14000,0.00000,-0.04000,2.18000,2.74000,2.76000,2.73000,137.77000,158.44000
0.15000,0.00000,-0.05000,2.08000,2.72000,2.07000,1.83000,137.77000,158.44000
0.15000,0.00000,-0.06000,2.28000,2.76000,1.76000,1.42000,127.21000,137.75000
0.16000,0.00000,-0.06000,2.16000,2.55000,1.77000,1.36000,127.21000,137.75000
0.16000,0.00000,-0.07000,2.20000,2.45000,1.79000,1.33000,124.56000,131.14000
0.17000,0.00000,-0.07000,2.08000,2.37000,1.81000,1.32000,124.56000,131.14000
0.17000,0.00000,-0.08000,1.87000,2.14000,1.83000,1.30000,124.13000,126.06000
0.18000,0.00000,-0.08000,2.03000,2.12000,1.84000,1.28000,124.13000,126.06000
0.18000,0.00000,-0.08000,1.99000,1.91000,1.85000,1.27000,123.65000,123.02000
0.19000,0.00000,-0.08000,2.12000,2.03000,1.85000,1.28000,123.65000,123.02000
0.19000,0.00000,-0.08000,1.89000,1.91000,1.85000,1.28000,121.23000,119.28000
0.20000,0.00000,-0.08000,1.85000,1.76000,1.85000,1.27000,121.23000,119.28000
0.20000,0.00000,-0.07000,1.58000,1.47000,1.85000,1.28000,123.65000,118.79000
0.20000,-0.00000,-0.08000,1.41000,1.43000,1.84000,1.28000,123.65000,118.79000
0.21000,-0.00000,-0.07000,1.54000,1.22000,1.84000,1.28000,130.15000,120.87000
0.21000,-0.00000,-0.07000,1.41000,1.33000,1.83000,1.30000,130.15000,120.87000
0.21000,-0.00000,-0.06000,1.62000,1.41000,1.82000,1.30000,132.44000,121.82000
0.22000,-0.00000,-0.05000,1.83000,1.22000,1.81000,1.31000,132.44000,121.82000
0.22000,-0.00000,-0.04000,2.14000,1.45000,1.78000,1.35000,128.00000,123.93000
0.22000,-0.00000,-0.03000,2.32000,1.49000,1.76000,1.41000,128.00000,123.93000
0.23000,-0.00000,-0.01000,2.68000,1.60000,2.19000,1.97000,126.49000,129.96000
0.23000,-0.00000,0.01000,2.74000,1.68000,3.18000,3.18000,126.49000,129.96000
0.24000,-0.00000,0.03000,2.86000,1.78000,3.16000,3.17000,133.97000,147.97000
0.24000,-0.00000,0.05000,2.91000,2.10000,1.89000,2.12000,133.97000,147.97000
0.25000,-0.00000,0.06000,2.97000,2.20000,1.40000,1.75000,107.63000,129.46000
0.26000,-0.00000,0.07000,2.80000,2.30000,1.33000,1.79000,107.63000,129.46000
0.26000,-0.00000,0.08000,2.49000,2.12000,1.30000,1.82000,98.64000,125.33000
0.27000,0.00000,0.08000,2.35000,2.08000,1.28000,1.85000,98.64000,125.33000
0.27000,0.00000,0.08000,2.10000,1.99000,1.26000,1.87000,95.86000,126.52000
0.27000,0.00000,0.08000,1.95000,1.97000,1.25000,1.88000,95.86000,126.52000
0.28000,0.00000,0.08000,1.74000,2.10000,1.25000,1.88000,95.13000,126.98000
0.28000,0.00000,0.07000,1.70000,2.05000,1.27000,1.86000,95.13000,126.98000
0.29000,0.00000,0.06000,1.62000,2.08000,1.28000,1.84000,95.16000,124.61000
0.29000,0.00000,0.06000,1.74000,1.99000,1.31000,1.81000,95.16000,124.61000
0.30000,0.00000,0.05000,1.70000,2.12000,1.32000,1.80000,92.61000,123.69000
0.30000,0.00000,0.05000,1.78000,1.95000,1.35000,1.78000,92.61000,123.69000
